id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,status.type.altDetail,season,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,PBP,team_box,player_box
400946190,s:40~l:41~e:400946190~c:400946190,2017-03-10T20:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C-USA MEN'S CHAMPIONSHIP - SEMIFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T20:00Z,13,RD32,2468,Legacy Arena at BJCC,Birmingham,AL,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,TRUE,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,11,276,s:40~l:41~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,00ae42,be854c,TRUE,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,400946190,2,"",2017,11,Conference USA,C-USA,TRUE,13,TRUE,TRUE,TRUE
400946091,s:40~l:41~e:400946091~c:400946091,2017-03-10T20:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""SUN BELT CONFERENCE MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T20:00Z,,"",1926,Lakefront Arena,New Orleans,LA,8785,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,326,s:40~l:41~t:326,Texas State,Bobcats,TXST,Texas State Bobcats,Texas State,4e1719,b4975a,TRUE,2010,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,27,2433,s:40~l:41~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,TRUE,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,400946091,2,"",2017,27,Sun Belt Conference,Sun Belt,TRUE,32,TRUE,TRUE,TRUE
400945801,s:40~l:41~e:400945801~c:400945801,2017-03-10T19:44Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""BIG TEN MEN'S TOURNAMENT - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T19:44Z,9,QRR,1823,Capital One Arena,Washington,DC,20600,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,TRUE,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,400945801,2,"",2017,7,Big Ten Conference,Big Ten,TRUE,9,TRUE,TRUE,TRUE
400946167,s:40~l:41~e:400946167~c:400946167,2017-03-10T19:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""ATLANTIC 10 MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T19:30Z,1,STD,1837,PPG Paints Arena,Pittsburgh,PA,18087,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,227,s:40~l:41~t:227,Rhode Island,Rams,URI,Rhode Island Rams,Rhode Island,091f3f,5ab3e8,TRUE,2179,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3,179,s:40~l:41~t:179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St. Bonaventure,70261D,"",TRUE,2042,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,3,400946167,2,"",2017,3,Atlantic 10 Conference,A 10,TRUE,2,TRUE,TRUE,TRUE
400945709,s:40~l:41~e:400945709~c:400945709,2017-03-10T19:26Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""FRONTIER COMMUNICATIONS AMERICAN ATHLETIC CONFERENCE MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T19:26Z,39,CC,64,XL Center,Hartford,CT,15558,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2116,s:40~l:41~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,231f20,TRUE,4484,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,62,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,003087,898d8d,TRUE,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,62,400945709,2,"",2017,62,American Athletic Conference,American,TRUE,39,TRUE,TRUE,TRUE
400945810,s:40~l:41~e:400945810~c:400945810,2017-03-10T18:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""SEC MEN'S TOURNAMENT - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T18:00Z,,"",1834,Bridgestone Arena,Nashville,TN,19395,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,TRUE,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,61,s:40~l:41~t:61,Georgia,Bulldogs,UGA,Georgia Bulldogs,Georgia,CC0000,000000,TRUE,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,400945810,2,"",2017,23,Southeastern Conference,SEC,TRUE,27,TRUE,TRUE,TRUE
400946071,s:40~l:41~e:400946071~c:400946071,2017-03-10T17:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""SUN BELT CONFERENCE MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T17:30Z,,"",1926,Lakefront Arena,New Orleans,LA,8785,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,250,s:40~l:41~t:250,UT Arlington,Mavericks,UTA,UT Arlington Mavericks,UT Arlington,004b7c,f58024,TRUE,3416,https://a.espncdn.com/i/teamlogos/ncaa/500/250.png,27,324,s:40~l:41~t:324,Coastal Carolina,Chanticleers,CCU,Coastal Carolina Chanticleers,Coast Carolina,007073,876447,TRUE,4308,https://a.espncdn.com/i/teamlogos/ncaa/500/324.png,27,400946071,2,"",2017,27,Sun Belt Conference,Sun Belt,TRUE,32,TRUE,TRUE,TRUE
400946169,s:40~l:41~e:400946169~c:400946169,2017-03-10T17:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C-USA MEN'S CHAMPIONSHIP - SEMIFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T17:30Z,13,RD32,2468,Legacy Arena at BJCC,Birmingham,AL,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2393,s:40~l:41~t:2393,Middle Tennessee,Blue Raiders,MTSU,Middle Tennessee Blue Raiders,MTSU,0079C2,c3c5c8,TRUE,1897,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,11,2638,s:40~l:41~t:2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,041e42,TRUE,2117,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,11,400946169,2,"",2017,11,Conference USA,C-USA,TRUE,13,TRUE,TRUE,TRUE
400945786,s:40~l:41~e:400945786~c:400945786,2017-03-10T17:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""FRONTIER COMMUNICATIONS AMERICAN ATHLETIC CONFERENCE MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T17:00Z,39,CC,64,XL Center,Hartford,CT,15558,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2567,s:40~l:41~t:2567,SMU,Mustangs,SMU,SMU Mustangs,SMU,E32F38,ecdcb9,TRUE,1961,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,62,151,s:40~l:41~t:151,East Carolina,Pirates,ECU,East Carolina Pirates,East Carolina,4b1869,f0907b,TRUE,2201,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png,62,400945786,2,"",2017,62,American Athletic Conference,American,TRUE,39,TRUE,TRUE,TRUE
400946138,s:40~l:41~e:400946138~c:400946138,2017-03-10T17:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""ATLANTIC 10 MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T17:00Z,1,STD,1837,PPG Paints Arena,Pittsburgh,PA,18087,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2168,s:40~l:41~t:2168,Dayton,Flyers,DAY,Dayton Flyers,Dayton,004B8D,ffffff,TRUE,2039,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png,3,2166,s:40~l:41~t:2166,Davidson,Wildcats,DAV,Davidson Wildcats,Davidson,000000,e51837,TRUE,194,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,3,400946138,2,"",2017,3,Atlantic 10 Conference,A 10,TRUE,2,TRUE,TRUE,TRUE
400945800,s:40~l:41~e:400945800~c:400945800,2017-03-10T17:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""BIG TEN MEN'S TOURNAMENT - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T17:00Z,1,STD,1823,Capital One Arena,Washington,DC,20600,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,TRUE,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,TRUE,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,400945800,2,OT,2017,7,Big Ten Conference,Big Ten,TRUE,9,TRUE,TRUE,TRUE
400945806,s:40~l:41~e:400945806~c:400945806,2017-03-10T04:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""PAC-12 MEN'S TOURNAMENT PRES. BY NEW YORK LIFE - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T04:30Z,1,STD,5060,T-Mobile Arena,Las Vegas,NV,19000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,30,s:40~l:41~t:30,USC,Trojans,USC,USC Trojans,USC,ffc72c,ae2531,TRUE,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,400945806,2,"",2017,21,Pac-12 Conference,Pac-12,TRUE,25,TRUE,TRUE,TRUE
400946111,s:40~l:41~e:400946111~c:400946111,2017-03-10T04:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""MOUNTAIN WEST MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T04:30Z,,"",2083,Thomas & Mack Center,Las Vegas,NV,18000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,68,s:40~l:41~t:68,Boise State,Broncos,BSU,Boise State Broncos,Boise State,09347A,d8d9da,TRUE,2028,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,44,21,s:40~l:41~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego State,BF2C37,a8996e,TRUE,2111,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,44,400946111,2,"",2017,44,Mountain West Conference,Mountain West,TRUE,20,TRUE,TRUE,TRUE
400945632,s:40~l:41~e:400945632~c:400945632,2017-03-10T04:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""BIG WEST CONFERENCE MEN'S TOURNAMENT - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T04:30Z,1,STD,1842,Honda Center,Anaheim,CA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,299,s:40~l:41~t:299,Long Beach State,Beach,LBSU,Long Beach State Beach,Long Beach St,000000,f1f2f3,TRUE,539,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,9,62,s:40~l:41~t:62,Hawai'i,Rainbow Warriors,HAW,Hawai'i Rainbow Warriors,Hawai'i,003420,ffffff,TRUE,540,https://a.espncdn.com/i/teamlogos/ncaa/500/62.png,9,400945632,2,"",2017,9,Big West Conference,Big West,TRUE,10,TRUE,TRUE,TRUE
400946068,s:40~l:41~e:400946068~c:400946068,2017-03-10T04:05Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""BIG SKY MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T04:05Z,1,STD,3437,Reno Events Center,Reno,NV,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2692,s:40~l:41~t:2692,Weber State,Wildcats,WEB,Weber State Wildcats,Weber State,18005a,ebebeb,TRUE,2198,https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,5,253,s:40~l:41~t:253,Southern Utah,Thunderbirds,SUU,Southern Utah Thunderbirds,Southern Utah,d10000,c2c3c0,TRUE,1960,https://a.espncdn.com/i/teamlogos/ncaa/500/253.png,5,400946068,2,"",2017,5,Big Sky Conference,Big Sky,TRUE,7,TRUE,TRUE,TRUE
400945628,s:40~l:41~e:400945628~c:400945628,2017-03-10T03:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""WAC MEN'S TOURNAMENT - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T03:00Z,,"",1246,Orleans Arena,Las Vegas,NV,0,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,140,s:40~l:41~t:140,Kansas City,Roos,KC,Kansas City Roos,Kansas City,004b87,ffc72c,TRUE,4052,https://a.espncdn.com/i/teamlogos/ncaa/500/140.png,30,292,s:40~l:41~t:292,UT Rio Grande Valley,Vaqueros,RGV,UT Rio Grande Valley Vaqueros,UT Rio Grande,dc6000,e1732d,TRUE,2153,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,30,400945628,2,OT,2017,30,Western Athletic Conference,WAC,TRUE,34,TRUE,TRUE,TRUE
400945529,s:40~l:41~e:400945529~c:400945529,2017-03-10T02:37Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""PHILLIPS 66 BIG 12 MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:37Z,1,STD,2561,T-Mobile Center,Kansas City,MO,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,239,s:40~l:41~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,2306,s:40~l:41~t:2306,Kansas State,Wildcats,KSU,Kansas State Wildcats,Kansas State,633194,e7d2ad,TRUE,2131,https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png,8,400945529,2,"",2017,8,Big 12 Conference,Big 12,TRUE,5,TRUE,TRUE,TRUE
400945523,s:40~l:41~e:400945523~c:400945523,2017-03-10T02:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""BIG EAST MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:30Z,6,TRNMNT,1830,Madison Square Garden,New York,NY,19812,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2507,s:40~l:41~t:2507,Providence,Friars,PROV,Providence Friars,Providence,000000,7d8082,TRUE,146,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png,4,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,4,400945523,2,"",2017,4,Big East Conference,Big East,TRUE,6,TRUE,TRUE,TRUE
400945807,s:40~l:41~e:400945807~c:400945807,2017-03-10T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""PAC-12 MEN'S TOURNAMENT PRES. BY NEW YORK LIFE - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:00Z,,"",5060,T-Mobile Arena,Las Vegas,NV,19000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,12,s:40~l:41~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,TRUE,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,38,s:40~l:41~t:38,Colorado,Buffaloes,COLO,Colorado Buffaloes,Colorado,d1c57e,ffd200,TRUE,2207,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,21,400945807,2,"",2017,21,Pac-12 Conference,Pac-12,TRUE,25,TRUE,TRUE,TRUE
400945794,s:40~l:41~e:400945794~c:400945794,2017-03-10T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""NEW YORK LIFE ACC MEN'S TOURNAMENT - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:00Z,1,STD,3559,Barclays Center,Brooklyn,NY,17732,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,87,s:40~l:41~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,TRUE,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,2,258,s:40~l:41~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,TRUE,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,400945794,2,"",2017,2,Atlantic Coast Conference,ACC,TRUE,3,TRUE,TRUE,TRUE
400946115,s:40~l:41~e:400946115~c:400946115,2017-03-10T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C-USA MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:00Z,13,RD32,2468,Legacy Arena at BJCC,Birmingham,AL,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,TRUE,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,11,276,s:40~l:41~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,00ae42,be854c,TRUE,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,400946115,2,"",2017,11,Conference USA,C-USA,TRUE,13,TRUE,TRUE,TRUE
400946093,s:40~l:41~e:400946093~c:400946093,2017-03-10T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""MOUNTAIN WEST MEN'S CHAMPIONSHIP - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:00Z,,"",2083,Thomas & Mack Center,Las Vegas,NV,18000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,36,s:40~l:41~t:36,Colorado State,Rams,CSU,Colorado State Rams,Colorado State,004537,ffc425,TRUE,475,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png,44,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,TRUE,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,400946093,2,"",2017,44,Mountain West Conference,Mountain West,TRUE,20,TRUE,TRUE,TRUE
400945846,s:40~l:41~e:400945846~c:400945846,2017-03-10T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""MAC MEN'S TOURNAMENT PRES. BY VISITMYRTLEBEACH.COM - QUARTERFINAL""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:00Z,17,FINAL,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2084,s:40~l:41~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,ebebeb,TRUE,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,2309,s:40~l:41~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,TRUE,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,400945846,2,"",2017,14,Mid-American Conference,MAC,TRUE,17,TRUE,TRUE,TRUE
400945809,s:40~l:41~e:400945809~c:400945809,2017-03-10T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""SEC MEN'S TOURNAMENT - 2ND ROUND""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""}]",2017-03-10T02:00Z,,"",1834,Bridgestone Arena,Nashville,TN,19395,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,145,s:40~l:41~t:145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,001148,00205b,TRUE,5168,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,TRUE,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,23,400945809,2,"",2017,23,Southeastern Conference,SEC,TRUE,27,TRUE,TRUE,TRUE
