id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.isActive,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.logo,game_id,season_type,home.color,home.alternateColor,home.logo,season,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors,status.type.altDetail,PBP,player_box
280328023,s:40~l:46~e:280328023~c:280328023,2008-03-28T23:00Z,14061,TRUE,FALSE,FALSE,FALSE,[],2008-03-28T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,TRUE,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,280328023,2,393996,8e9090,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2008,2247,Sleep Train Arena,Sacramento,CA,17317,FALSE,"","","",,,"","",TRUE,TRUE
280328026,s:40~l:46~e:280328026~c:280328026,2008-03-28T23:00Z,19911,TRUE,FALSE,FALSE,FALSE,[],2008-03-28T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,TRUE,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,280328026,2,06143F,f9a01b,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,2008,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306,TRUE,"","","",,,"","",TRUE,TRUE
280328028,s:40~l:46~e:280328028~c:280328028,2008-03-28T23:00Z,19800,TRUE,FALSE,FALSE,FALSE,[],2008-03-28T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,TRUE,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,280328028,2,CE0F41,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,2008,1838,Scotiabank Arena,Toronto,ON,19800,FALSE,"","","",,,"","",TRUE,TRUE
280327008,s:40~l:46~e:280327008~c:280327008,2008-03-28T00:00Z,22076,TRUE,FALSE,FALSE,FALSE,[],2008-03-28T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,TRUE,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,280327008,2,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2008,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","",,,"","",TRUE,TRUE
280327009,s:40~l:46~e:280327009~c:280327009,2008-03-27T23:30Z,19732,TRUE,FALSE,FALSE,FALSE,[],2008-03-27T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,TRUE,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,280327009,2,00275D,fdb927,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,2008,2465,ORACLE Arena,Oakland,CA,19596,FALSE,"","","",,,"","",TRUE,TRUE
280327007,s:40~l:46~e:280327007~c:280327007,2008-03-27T22:00Z,18247,TRUE,FALSE,FALSE,FALSE,[],2008-03-27T22:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,TRUE,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,280327007,2,0860A8,fdb927,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,2008,892,Ball Arena,Denver,CO,19520,TRUE,"","","",,,"","",FALSE,TRUE
280326010,s:40~l:46~e:280326010~c:280326010,2008-03-26T23:30Z,18269,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,TRUE,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,280326010,2,D40026,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,2008,1394,Toyota Center (Houston),Houston,TX,18055,TRUE,"","","",,,"","",TRUE,TRUE
280326013,s:40~l:46~e:280326013~c:280326013,2008-03-26T23:30Z,18997,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,280326013,2,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2008,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,"","","",,,"","",TRUE,TRUE
280326017,s:40~l:46~e:280326017~c:280326017,2008-03-26T23:30Z,15134,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,FALSE,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,280326017,2,06143F,ffffff,"",2008,2562,IZOD Center,East Rutherford,NJ,19990,FALSE,"","","",,,"","",TRUE,TRUE
280326018,s:40~l:46~e:280326018~c:280326018,2008-03-26T23:30Z,19209,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:30Z,1,STD,0,0.0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,TRUE,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,280326018,2,225EA8,f58426,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2008,1830,Madison Square Garden,New York,NY,19763,FALSE,"","","",,,"",OT,TRUE,TRUE
280326024,s:40~l:46~e:280326024~c:280326024,2008-03-26T23:30Z,18797,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,TRUE,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,280326024,2,000000,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,2008,780,AT&T Center,San Antonio,TX,18354,FALSE,"","","",,,"","",FALSE,TRUE
280326001,s:40~l:46~e:280326001~c:280326001,2008-03-26T23:00Z,14832,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,TRUE,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,280326001,2,002B5C,002b5c,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,2008,1827,State Farm Arena,Atlanta,GA,16888,TRUE,"","","",,,"","",TRUE,TRUE
280326002,s:40~l:46~e:280326002~c:280326002,2008-03-26T23:00Z,18624,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,280326002,2,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,2008,1824,TD Garden,Boston,MA,19156,TRUE,"","","",,,"","",TRUE,TRUE
280326005,s:40~l:46~e:280326005~c:280326005,2008-03-26T23:00Z,20562,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,TRUE,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,280326005,2,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,2008,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,FALSE,"","","",,,"","",TRUE,TRUE
280326020,s:40~l:46~e:280326020~c:280326020,2008-03-26T23:00Z,18620,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,TRUE,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,280326020,2,000000,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,2008,1845,Wells Fargo Center,Philadelphia,PA,20155,TRUE,"","","",,,"","",TRUE,TRUE
280326023,s:40~l:46~e:280326023~c:280326023,2008-03-26T23:00Z,13433,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,TRUE,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,280326023,2,393996,8e9090,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,2008,2247,Sleep Train Arena,Sacramento,CA,17317,FALSE,"","","",,,"",OT,TRUE,TRUE
280326025,s:40~l:46~e:280326025~c:280326025,2008-03-26T23:00Z,10497,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,FALSE,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,280326025,2,1C3F2C,f05133,"",2008,2184,KeyArena,Seattle,WA,17459,TRUE,"","","",,,"","",TRUE,TRUE
280326028,s:40~l:46~e:280326028~c:280326028,2008-03-26T23:00Z,19800,TRUE,FALSE,FALSE,FALSE,[],2008-03-26T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,TRUE,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,280326028,2,CE0F41,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,2008,1838,Scotiabank Arena,Toronto,ON,19800,FALSE,"","","",,,"","",TRUE,TRUE
280325004,s:40~l:46~e:280325004~c:280325004,2008-03-25T23:30Z,21806,TRUE,FALSE,FALSE,FALSE,[],2008-03-25T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,TRUE,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,280325004,2,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,2008,1847,United Center,Chicago,IL,20917,FALSE,"","","",,,"","",TRUE,TRUE
280325006,s:40~l:46~e:280325006~c:280325006,2008-03-25T23:30Z,20207,TRUE,FALSE,FALSE,FALSE,[],2008-03-25T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,TRUE,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,280325006,2,0C479D,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2008,516,American Airlines Center,Dallas,TX,19200,FALSE,"","","",,,"","",TRUE,TRUE
280325011,s:40~l:46~e:280325011~c:280325011,2008-03-25T23:00Z,10829,TRUE,FALSE,FALSE,FALSE,[],2008-03-25T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,TRUE,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,280325011,2,061642,00275d,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,2008,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,"","","",,,"","",TRUE,TRUE
280325019,s:40~l:46~e:280325019~c:280325019,2008-03-25T23:00Z,17519,TRUE,FALSE,FALSE,FALSE,[],2008-03-25T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,TRUE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,280325019,2,0860A8,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,2008,4042,Amway Arena,Orlando,FL,17461,FALSE,"","","",,,"","",TRUE,TRUE
280325022,s:40~l:46~e:280325022~c:280325022,2008-03-25T23:00Z,19980,TRUE,FALSE,FALSE,FALSE,[],2008-03-25T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,TRUE,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,280325022,2,000000,bac3c9,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,2008,3423,Moda Center,Portland,OR,19441,FALSE,"","","",,,"","",TRUE,TRUE
280325026,s:40~l:46~e:280325026~c:280325026,2008-03-25T23:00Z,19911,TRUE,FALSE,FALSE,FALSE,[],2008-03-25T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,TRUE,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,FALSE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,280325026,2,06143F,f9a01b,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,2008,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306,TRUE,"","","",,,"","",TRUE,TRUE
280324002,s:40~l:46~e:280324002~c:280324002,2008-03-24T23:30Z,18624,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,280324002,2,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,2008,1824,TD Garden,Boston,MA,19156,TRUE,"","","",,,"","",TRUE,TRUE
280324008,s:40~l:46~e:280324008~c:280324008,2008-03-24T23:30Z,22076,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:30Z,1,STD,0,0.0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,TRUE,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,280324008,2,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2008,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"","","",,,"",OT,TRUE,TRUE
280324009,s:40~l:46~e:280324009~c:280324009,2008-03-24T23:30Z,20713,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:30Z,1,STD,0,0.0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,280324009,2,00275D,fdb927,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,2008,2465,ORACLE Arena,Oakland,CA,19596,FALSE,"","","",,,"",OT,TRUE,TRUE
280324010,s:40~l:46~e:280324010~c:280324010,2008-03-24T23:30Z,18241,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,TRUE,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,280324010,2,D40026,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,2008,1394,Toyota Center (Houston),Houston,TX,18055,TRUE,"","","",,,"","",TRUE,TRUE
280324014,s:40~l:46~e:280324014~c:280324014,2008-03-24T23:30Z,19024,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,TRUE,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,280324014,2,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,2008,3438,FTX Arena,Miami,FL,19600,TRUE,"","","",,,"","",TRUE,TRUE
280324018,s:40~l:46~e:280324018~c:280324018,2008-03-24T23:30Z,19763,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,TRUE,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,FALSE,"",280324018,2,225EA8,f58426,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2008,1830,Madison Square Garden,New York,NY,19763,FALSE,"","","",,,"","",TRUE,TRUE
280324025,s:40~l:46~e:280324025~c:280324025,2008-03-24T23:00Z,11292,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,25,s:40~l:46~t:25,Seattle,SuperSonics,SEA,Seattle SuperSonics,SuperSonics,FALSE,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,280324025,2,1C3F2C,f05133,"",2008,2184,KeyArena,Seattle,WA,17459,TRUE,"","","",,,"","",TRUE,TRUE
280324029,s:40~l:46~e:280324029~c:280324029,2008-03-24T23:00Z,12317,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T23:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,TRUE,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,280324029,2,5D76A8,7399c6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,2008,1392,FedExForum,Memphis,TN,18400,TRUE,"","","",,,"","",TRUE,TRUE
280323027,s:40~l:46~e:280323027~c:280323027,2008-03-24T00:00Z,20173,TRUE,FALSE,FALSE,FALSE,[],2008-03-24T00:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,TRUE,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,280323027,2,0E3764,e31837,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,2008,1823,Capital One Arena,Washington,DC,20600,TRUE,"","","",,,"","",TRUE,TRUE
280323013,s:40~l:46~e:280323013~c:280323013,2008-03-23T22:30Z,18997,TRUE,FALSE,FALSE,FALSE,[],2008-03-23T22:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,280323013,2,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,2008,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,"","","",,,"","",TRUE,TRUE
280323028,s:40~l:46~e:280323028~c:280323028,2008-03-23T19:30Z,19800,TRUE,FALSE,FALSE,FALSE,[],2008-03-23T19:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,TRUE,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,280323028,2,CE0F41,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,2008,1838,Scotiabank Arena,Toronto,ON,19800,FALSE,"","","",,,"","",TRUE,TRUE
280323006,s:40~l:46~e:280323006~c:280323006,2008-03-23T16:00Z,20411,TRUE,FALSE,FALSE,FALSE,[],2008-03-23T16:00Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,TRUE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,280323006,2,0C479D,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2008,516,American Airlines Center,Dallas,TX,19200,FALSE,"","","",,,"","",TRUE,TRUE
280322004,s:40~l:46~e:280322004~c:280322004,2008-03-22T23:30Z,21752,TRUE,FALSE,FALSE,FALSE,[],2008-03-22T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,TRUE,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,280322004,2,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,2008,1847,United Center,Chicago,IL,20917,FALSE,"","","",,,"","",TRUE,TRUE
280322012,s:40~l:46~e:280322012~c:280322012,2008-03-22T23:30Z,18248,TRUE,FALSE,FALSE,FALSE,[],2008-03-22T23:30Z,1,STD,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,TRUE,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,280322012,2,FA0028,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,2008,1841,STAPLES Center,Los Angeles,CA,19068,TRUE,"","","",,,"","",TRUE,TRUE
