id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season,season_type,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
253452352,s:40~l:41~e:253452352~c:253452352,2005-12-11T19:00Z,2677,True,False,True,False,[],2005-12-11T19:00Z,0,N/A,2093,Reitz Arena,Baltimore,MD,2100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2352,s:40~l:41~t:2352,Loyola (MD),Greyhounds,L-MD,Loyola (MD) Greyhounds,Loyola (MD),76a7a0,c9cbca,True,2093,https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,13,2363,s:40~l:41~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,b5b7ba,True,2062,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,13,253452352,2006,2,,13,Metro Atlantic Athletic Conference,MAAC,True,
253450256,s:40~l:41~e:253450256~c:253450256,2005-12-11T19:00Z,3375,True,False,False,False,[],2005-12-11T19:00Z,0,N/A,1980,JMU Convocation Center,Harrisonburg,VA,6426.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,256,s:40~l:41~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,True,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,2325,s:40~l:41~t:2325,La Salle,Explorers,LAS,La Salle Explorers,La Salle,003356,ffce00,True,2172,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,3,253450256,2006,2,,,,,,
253450193,s:40~l:41~e:253450193~c:253450193,2005-12-11T19:00Z,5760,True,False,False,False,[],2005-12-11T19:00Z,0,N/A,2134,Millett Hall,Oxford,OH,6400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,193,s:40~l:41~t:193,Miami (OH),Redhawks,M-OH,Miami (OH) Redhawks,Miami (OH),a4000c,f0f0f0,True,2134,https://a.espncdn.com/i/teamlogos/ncaa/500/193.png,14,2752,s:40~l:41~t:2752,Xavier,Musketeers,XAV,Xavier Musketeers,Xavier,002144,9ea2a2,True,1973,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,3,253450193,2006,2,,,,,,
253450156,s:40~l:41~e:253450156~c:253450156,2005-12-11T19:05Z,15621,True,False,False,False,[],2005-12-11T19:05Z,0,N/A,353,CHI Health Center Omaha,Omaha,NE,17352.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,True,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,18,158,s:40~l:41~t:158,Nebraska,Cornhuskers,NEB,Nebraska Cornhuskers,Nebraska,F20017,f5f1e7,True,4569,https://a.espncdn.com/i/teamlogos/ncaa/500/158.png,8,253450156,2006,2,,,,,,
253452636,s:40~l:41~e:253452636~c:253452636,2005-12-11T20:00Z,930,True,False,False,False,[],2005-12-11T20:00Z,0,N/A,2115,UTSA Convocation Center,San Antonio,TX,2650.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2636,s:40~l:41~t:2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,f47321,True,2115,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,11,2296,s:40~l:41~t:2296,Jackson State,Tigers,JKST,Jackson State Tigers,Jackson St,123297,b5b7ba,True,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,253452636,2006,2,,,,,,
253450202,s:40~l:41~e:253450202~c:253450202,2005-12-11T20:05Z,4861,True,False,False,False,[],2005-12-11T20:05Z,0,N/A,2049,Donald W. Reynolds Center,Tulsa,OK,8355.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,202,s:40~l:41~t:202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,004371,ee3b33,True,2049,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,11,2568,s:40~l:41~t:2568,Southern Arkansas,Muleriders,SAU,Southern Arkansas Muleriders,Southern Ark.,000000,,False,,,,253450202,2006,2,,,,,,
253452368,s:40~l:41~e:253452368~c:253452368,2005-12-11T21:00Z,2572,True,False,True,False,[],2005-12-11T21:00Z,0,N/A,1934,McCann Arena,Poughkeepsie,NY,3200.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2368,s:40~l:41~t:2368,Marist,Red Foxes,MRST,Marist Red Foxes,Marist,e53730,f0f0f0,True,1934,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,13,314,s:40~l:41~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,f6a704,True,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,253452368,2006,2,,13,Metro Atlantic Athletic Conference,MAAC,True,
253450068,s:40~l:41~e:253450068~c:253450068,2005-12-11T21:00Z,2476,True,False,False,False,[],2005-12-11T21:00Z,1,STD,2028,ExtraMile Arena,Boise,ID,12380.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,68,s:40~l:41~t:68,Boise State,Broncos,BSU,Boise State Broncos,Boise State,09347A,d8d9da,True,2028,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,30,16,s:40~l:41~t:16,Sacramento State,Hornets,SAC,Sacramento State Hornets,Sacramento St,00573C,cdb97d,True,2078,https://a.espncdn.com/i/teamlogos/ncaa/500/16.png,5,253450068,2006,2,,,,,,
253452638,s:40~l:41~e:253452638~c:253452638,2005-12-11T21:05Z,7752,True,False,False,False,[],2005-12-11T21:05Z,0,N/A,2117,Don Haskins Center,El Paso,TX,11892.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,2638,s:40~l:41~t:2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,041e42,True,2117,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,11,309,s:40~l:41~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce2842,,True,373,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,27,253452638,2006,2,OT,,,,,
253450324,s:40~l:41~e:253450324~c:253450324,2005-12-11T22:00Z,609,True,False,False,False,[],2005-12-11T22:00Z,1,STD,2147,Kimbel Arena,Conway,SC,1460.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,324,s:40~l:41~t:324,Coastal Carolina,Chanticleers,CCU,Coastal Carolina Chanticleers,Coast Carolina,007073,876447,True,4308,https://a.espncdn.com/i/teamlogos/ncaa/500/324.png,27,294,s:40~l:41~t:294,Jacksonville,Dolphins,JAX,Jacksonville Dolphins,Jacksonville,00523e,,True,1994,https://a.espncdn.com/i/teamlogos/ncaa/500/294.png,46,253450324,2006,2,,,,,,
253450315,s:40~l:41~e:253450315~c:253450315,2005-12-11T22:00Z,1714,True,False,True,False,[],2005-12-11T22:00Z,0,N/A,2177,Gallagher Center,Niagara Falls,NY,2400.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,315,s:40~l:41~t:315,Niagara,Purple Eagles,NIAG,Niagara Purple Eagles,Niagara,69207E,f0f0f0,True,2177,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png,13,2612,s:40~l:41~t:2612,Saint Peter's,Peacocks,SPU,Saint Peter's Peacocks,Saint Peter's,004CC2,,True,1963,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,13,253450315,2006,2,OT,13,Metro Atlantic Athletic Conference,MAAC,True,
253452099,s:40~l:41~e:253452099~c:253452099,2005-12-11T23:00Z,870,True,False,True,False,[],2005-12-11T23:00Z,0,N/A,2037,Koessler Athletic Center,Buffalo,NY,2196.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2099,s:40~l:41~t:2099,Canisius,Golden Griffins,CAN,Canisius Golden Griffins,Canisius,004a81,dda50f,True,2037,https://a.espncdn.com/i/teamlogos/ncaa/500/2099.png,13,2561,s:40~l:41~t:2561,Siena,Saints,SIE,Siena Saints,Siena,037961,eea60f,True,20,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,13,253452099,2006,2,,13,Metro Atlantic Athletic Conference,MAAC,True,
253452550,s:40~l:41~e:253452550~c:253452550,2005-12-12T01:00Z,4521,True,False,False,False,[],2005-12-12T01:00Z,0,N/A,2562,IZOD Center,East Rutherford,NJ,0.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2550,s:40~l:41~t:2550,Seton Hall,Pirates,HALL,Seton Hall Pirates,Seton Hall,0857B1,8a8d8f,True,1826,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png,4,2655,s:40~l:41~t:2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,005837,3baf29,True,2048,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,11,253452550,2006,2,,,,,,
253452350,s:40~l:41~e:253452350~c:253452350,2005-12-12T01:00Z,4125,True,False,False,False,[],2005-12-12T01:00Z,0,N/A,1933,Joseph J. Gentile Arena,Chicago,IL,4963.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2350,s:40~l:41~t:2350,Loyola Chicago,Ramblers,LUC,Loyola Chicago Ramblers,Loyola Chicago,9d1244,,True,1933,https://a.espncdn.com/i/teamlogos/ncaa/500/2350.png,45,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,True,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,253452350,2006,2,,,,,,
253462454,s:40~l:41~e:253462454~c:253462454,2005-12-13T00:00Z,1059,True,False,False,False,[],2005-12-13T00:00Z,0,N/A,2123,UNF Arena,Jacksonville,FL,5800.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2454,s:40~l:41~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,True,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,2542,s:40~l:41~t:2542,Savannah State,Tigers,SAV,Savannah State Tigers,Savannah State,280298,f78f1e,True,1931,https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png,43,253462454,2006,2,,,,,,
253462329,s:40~l:41~e:253462329~c:253462329,2005-12-13T00:00Z,439,True,False,False,False,[],2005-12-13T00:00Z,0,N/A,2141,Stabler Arena,Bethlehem,PA,5600.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2329,s:40~l:41~t:2329,Lehigh,Mountain Hawks,LEH,Lehigh Mountain Hawks,Lehigh,6c2b2a,b69e70,True,2141,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,22,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,,True,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,19,253462329,2006,2,,,,,,
253460113,s:40~l:41~e:253460113~c:253460113,2005-12-13T00:00Z,4598,True,False,False,False,[],2005-12-13T00:00Z,0,N/A,1984,William D. Mullins Memorial Center,Amherst,MA,9493.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,113,s:40~l:41~t:113,UMass,Minutemen,MASS,UMass Minutemen,UMass,880007,,True,1984,https://a.espncdn.com/i/teamlogos/ncaa/500/113.png,3,104,s:40~l:41~t:104,Boston University,Terriers,BU,Boston University Terriers,Boston Univ,cc0000,ffffff,True,1999,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,1,253460113,2006,2,,,,,,
253460164,s:40~l:41~e:253460164~c:253460164,2005-12-13T00:30Z,3243,True,False,False,False,[],2005-12-13T00:30Z,0,N/A,2008,Jersey Mike’s Arena,Piscataway,NJ,8000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,164,s:40~l:41~t:164,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,True,2008,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,4,123,s:40~l:41~t:123,St. Thomas Aquinas,Saints,STAC,St. Thomas Aquinas Saints,St. Thomas Aquinas,000000,,False,,,,253460164,2006,2,,,,,,
253460044,s:40~l:41~e:253460044~c:253460044,2005-12-13T00:30Z,1215,True,False,False,False,[],2005-12-13T00:30Z,0,N/A,1910,Bender Arena,Washington,DC,3400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,44,s:40~l:41~t:44,American University,Eagles,AMER,American University Eagles,American,c41130,c8102e,True,1910,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,22,47,s:40~l:41~t:47,Howard,Bison,HOW,Howard Bison,Howard,9e0b0e,6b818d,True,1978,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,16,253460044,2006,2,,,,,,
253462571,s:40~l:41~e:253462571~c:253462571,2005-12-13T01:00Z,1546,True,False,False,False,[],2005-12-13T01:00Z,1,STD,1996,Frost Arena,Brookings,SD,6100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,S Dakota St,005DAB,c33139,True,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,43,140,s:40~l:41~t:140,Kansas City,Roos,KC,Kansas City Roos,Kansas City,004b87,ffc72c,True,4052,https://a.espncdn.com/i/teamlogos/ncaa/500/140.png,49,253462571,2006,2,,,,,,
253460275,s:40~l:41~e:253460275~c:253460275,2005-12-13T01:00Z,17142,True,False,False,False,[],2005-12-13T01:00Z,1,STD,348,Kohl Center,Madison,WI,17142.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,f7f7f7,True,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,350,s:40~l:41~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,00665e,True,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,253460275,2006,2,,,,,,
253460194,s:40~l:41~e:253460194~c:253460194,2005-12-13T01:00Z,12406,True,False,False,False,[],2005-12-13T01:00Z,0,N/A,317,Value City Arena,Columbus,OH,19049.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,2450,s:40~l:41~t:2450,Norfolk State,Spartans,NORF,Norfolk State Spartans,Norfolk State,046546,,True,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,253460194,2006,2,,,,,,
253462197,s:40~l:41~e:253462197~c:253462197,2005-12-13T01:35Z,1324,True,False,True,False,[],2005-12-13T01:35Z,0,N/A,2138,Lantz Arena,Charleston,IL,5300.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2197,s:40~l:41~t:2197,Eastern Illinois,Panthers,EIU,Eastern Illinois Panthers,E Illinois,000000,bebab9,True,2138,https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png,20,2634,s:40~l:41~t:2634,Tennessee State,Tigers,TNST,Tennessee State Tigers,Tennessee State,171796,f0f0f0,True,2113,https://a.espncdn.com/i/teamlogos/ncaa/500/2634.png,20,253462197,2006,2,,,,,,
253470219,s:40~l:41~e:253470219~c:253470219,2005-12-14T01:00Z,6839,True,False,False,False,[],2005-12-14T01:00Z,0,N/A,1899,The Palestra,Philadelphia,PA,8722.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,219,s:40~l:41~t:219,Pennsylvania,Quakers,PENN,Pennsylvania Quakers,Pennsylvania,082A74,a6163d,True,1899,https://a.espncdn.com/i/teamlogos/ncaa/500/219.png,12,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,253470219,2006,2,,,,,,
253470097,s:40~l:41~e:253470097~c:253470097,2005-12-14T00:05Z,18794,True,False,False,False,[],2005-12-14T00:05Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,97,s:40~l:41~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,ad000a,cccccc,True,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,4,2130,s:40~l:41~t:2130,Chicago State,Cougars,CHIC,Chicago State Cougars,Chicago State,006700,,True,1951,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png,30,253470097,2006,2,,,,,,
253470154,s:40~l:41~e:253470154~c:253470154,2005-12-14T02:00Z,14665,True,False,False,False,[],2005-12-14T02:00Z,0,N/A,2120,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,14665.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,154,s:40~l:41~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,000000,True,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,305,s:40~l:41~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,True,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,4,253470154,2006,2,,,,,,
253472440,s:40~l:41~e:253472440~c:253472440,2005-12-14T03:05Z,6422,True,False,False,False,[],2005-12-14T03:05Z,0,N/A,461,Lawlor Events Center,Reno,NV,11536.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2440,s:40~l:41~t:2440,Nevada,Wolf Pack,NEV,Nevada Wolf Pack,Nevada,153E5F,8e9295,True,461,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png,30,2548,s:40~l:41~t:2548,Seattle Pacific,Falcons,SP,Seattle Pacific Falcons,Seattle Pacific,000000,,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2548.png,,253472440,2006,2,,,,,,
253472226,s:40~l:41~e:253472226~c:253472226,2005-12-14T00:00Z,1343,True,False,False,False,[],2005-12-14T00:00Z,0,N/A,2110,FAU Arena,Boca Raton,FL,2500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2226,s:40~l:41~t:2226,Florida Atlantic,Owls,FAU,Florida Atlantic Owls,FAU,004B85,bb2f4c,True,2110,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,46,2116,s:40~l:41~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,231f20,True,4484,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,11,253472226,2006,2,,,,,,
253470311,s:40~l:41~e:253470311~c:253470311,2005-12-14T00:00Z,837,True,False,False,False,"[{'type': 'event', 'headline': 'AT PORTLAND ME'}]",2005-12-14T00:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,311,s:40~l:41~t:311,Maine,Black Bears,MAINE,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,159,s:40~l:41~t:159,Dartmouth,Big Green,DART,Dartmouth Big Green,Dartmouth,005730,000000,True,2004,https://a.espncdn.com/i/teamlogos/ncaa/500/159.png,12,253470311,2006,2,,,,,,
253472031,s:40~l:41~e:253472031~c:253472031,2005-12-14T01:00Z,3015,True,False,False,False,[],2005-12-14T01:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2031,s:40~l:41~t:2031,Little Rock,Trojans,UALR,Little Rock Trojans,Little Rock,AD0000,898d8f,True,2180,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,27,2029,s:40~l:41~t:2029,Arkansas-Pine Bluff,Golden Lions,UAPB,Arkansas-Pine Bluff Golden Lions,AR-Pine Bluff,e0aa0f,eaaa00,True,2105,https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png,26,253472031,2006,2,,,,,,
253470145,s:40~l:41~e:253470145~c:253470145,2005-12-14T01:00Z,1874,True,False,False,False,[],2005-12-14T01:00Z,0,N/A,1941,C. M. Tad Smith Coliseum,Oxford,MS,9500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,145,s:40~l:41~t:145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,001148,00205b,True,5168,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23,139,s:40~l:41~t:139,Saint Louis,Billikens,SLU,Saint Louis Billikens,Saint Louis,00539C,ebebeb,True,1947,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png,3,253470145,2006,2,,,,,,
253470099,s:40~l:41~e:253470099~c:253470099,2005-12-14T01:00Z,6567,True,False,False,False,[],2005-12-14T01:00Z,0,N/A,557,Pete Maravich Assembly Center,Baton Rouge,LA,13215.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,fdd023,2b0d57,True,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,2443,s:40~l:41~t:2443,New Orleans,Privateers,UNO,New Orleans Privateers,New Orleans,005da6,a2a9ae,True,1926,https://a.espncdn.com/i/teamlogos/ncaa/500/2443.png,27,253470099,2006,2,,,,,,
253472459,s:40~l:41~e:253472459~c:253472459,2005-12-14T01:05Z,1020,True,False,False,False,[],2005-12-14T01:05Z,0,N/A,2090,NIU Convocation Center,Dekalb,IL,9100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2459,s:40~l:41~t:2459,Northern Illinois,Huskies,NIU,Northern Illinois Huskies,N Illinois,F1122C,cc0000,True,2090,https://a.espncdn.com/i/teamlogos/ncaa/500/2459.png,14,2750,s:40~l:41~t:2750,Wright State,Raiders,WRST,Wright State Raiders,Wright State,cba052,cba052,True,192,https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png,45,253472459,2006,2,,,,,,
253472449,s:40~l:41~e:253472449~c:253472449,2005-12-14T02:00Z,2273,True,False,False,False,[],2005-12-14T02:00Z,0,N/A,2035,Bison Sports Arena,Fargo,ND,7500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2449,s:40~l:41~t:2449,North Dakota State,Bison,NDSU,North Dakota State Bison,N Dakota St,01402A,ffffff,True,5433,https://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,43,2172,s:40~l:41~t:2172,Denver,Pioneers,DEN,Denver Pioneers,Denver,9c143d,d6ba74,True,854,https://a.espncdn.com/i/teamlogos/ncaa/500/2172.png,27,253472449,2006,2,,,,,,
253472348,s:40~l:41~e:253472348~c:253472348,2005-12-14T02:00Z,3817,True,False,False,False,[],2005-12-14T02:00Z,0,N/A,1982,Thomas Assembly Center,Ruston,LA,8000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,True,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,30,309,s:40~l:41~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce2842,,True,373,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,27,253472348,2006,2,,,,,,
253470167,s:40~l:41~e:253470167~c:253470167,2005-12-14T02:00Z,15480,True,False,False,False,[],2005-12-14T02:00Z,0,N/A,2024,The Pit,Albuquerque,NM,15411.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,167,s:40~l:41~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,True,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,166,s:40~l:41~t:166,New Mexico State,Aggies,NMSU,New Mexico State Aggies,New Mexico St,891216,000000,True,1937,https://a.espncdn.com/i/teamlogos/ncaa/500/166.png,30,253470167,2006,2,OT,,,,,
253472483,s:40~l:41~e:253472483~c:253472483,2005-12-14T03:00Z,7379,True,False,False,False,[],2005-12-14T03:00Z,0,N/A,597,McArthur Court,Eugene,OR,9087.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,True,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,2541,s:40~l:41~t:2541,Santa Clara,Broncos,SCU,Santa Clara Broncos,Santa Clara,690b0b,101010,True,544,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png,29,253472483,2006,2,,,,,,
253472005,s:40~l:41~e:253472005~c:253472005,2005-12-14T03:05Z,3153,True,False,False,False,[],2005-12-14T03:05Z,0,N/A,2014,Clune Arena,Colorado Springs,CO,5843.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,True,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,253472005,2006,2,,,,,,
253480152,s:40~l:41~e:253480152~c:253480152,2005-12-15T00:00Z,10067,True,False,False,False,[],2005-12-15T00:00Z,0,N/A,999,PNC Arena,Raleigh,NC,19722.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,152,s:40~l:41~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,True,999,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,2427,s:40~l:41~t:2427,UNC Asheville,Bulldogs,UNCA,UNC Asheville Bulldogs,UNC Asheville,156199,c2c3c0,True,2609,https://a.espncdn.com/i/teamlogos/ncaa/500/2427.png,6,253480152,2006,2,,,,,,
253482579,s:40~l:41~e:253482579~c:253482579,2005-12-15T00:00Z,7053,True,False,False,False,[],2005-12-15T00:00Z,0,N/A,1962,Colonial Life Arena,Columbia,SC,18000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,2737,s:40~l:41~t:2737,Winthrop,Eagles,WIN,Winthrop Eagles,Winthrop,9e0b0e,fdb41e,True,1922,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,6,253482579,2006,2,,,,,,
