Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,21,Jerome Garrison,6-3,178,Jr,27,27,95.4,112.9,21.7,21.8,51.4,59.9,1.9,12,12.8,14.8,0.8,0.7,2.7,5.9,72.6,168,209,0.804,70,164,0.427,52,124,0.419,2,421,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,447,16,56,241,NA,118,National Rank,Grand Canyon,2014,19434
Significant Contributor,3,Sam Daly,6-3,175,Fr,13,11,34.3,88.8,20,15.1,45.1,49.5,1.9,31.7,31.7,29.6,0.8,1.6,4.4,4,61.1,27,44,0.614,28,54,0.519,3,18,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Canyon,2014,19430
Significant Contributor,31,Jeremy Adams,6-5,220,Sr,15,6,25.8,85.6,21,19.3,29.7,40.6,8.2,6.8,6.8,15.1,0.3,1.3,5.1,5.9,82.6,37,57,0.649,19,58,0.328,1,11,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Canyon,2014,11987
Role Player,12,Daniel Alexander,6-9,217,Jr,22,21,66.8,111,19.1,22.6,59.3,61.8,2,21.5,21.5,20.1,4.6,1,3.9,2.4,16.7,31,35,0.886,37,67,0.552,58,142,0.408,NA,NA,NA,NA,64,86,NA,398,346,NA,246,NA,NA,NA,NA,NA,319,163,National Rank,Grand Canyon,2014,13726
Role Player,14,Akachi Okugo,6-1,170,So,26,10,48,78.4,16.4,14.9,30.8,38.1,1.9,19,19.9,25,0.2,0.9,4.9,3.2,46.5,31,46,0.674,14,46,0.304,11,53,0.208,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Grand Canyon,2014,19433
Limited Role,40,Blake Davis,6-6,230,Sr,27,25,74.1,100,14.9,17,48.6,52.1,3.1,12.4,12.4,18.9,2,1.5,4.3,2.3,22.9,32,40,0.8,25,60,0.417,40,115,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Grand Canyon,2014,19439
Limited Role,5,Justin Foreman,6-6,192,Jr,20,2,34.8,104.2,14.1,13,49.2,53,3.8,9.5,9.5,14.5,0.3,1.6,4.3,4.2,82.5,31,52,0.596,13,27,0.481,12,36,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Canyon,2014,19431
Limited Role,52,Jake Zuilhof,6-9,220,So,17,NA,10.9,93.7,14.3,9.9,60,61.4,9.2,1.8,1.8,31.6,3.4,0.5,7.5,3.6,86.7,8,13,0.615,9,15,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Canyon,2014,19440
Benchwarmer,10,Jevon Estelle,6-3,210,Jr,8,NA,4.1,115.8,12.3,10.4,75,80.8,5.3,4.9,4.9,32.2,0,0,4.4,2.6,50,3,3,0.999,3,5,0.6,1,1,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Canyon,2014,19432
Benchwarmer,2,Jeff Lowery,6-1,195,So,2,2,4,74,24,18.2,45,45.7,0,41,41.5,40.3,0,4.1,7.4,2.5,20,1,2,0.5,3,9,0.333,1,1,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Canyon,2014,19429
Go-to Guys,24,Keifer Sykes,5-11,175,Jr,27,27,84.4,117.4,29.2,29.6,49.7,57.3,2.7,30.7,30.7,13.2,0,2.1,2,6.5,56,176,216,0.815,147,293,0.502,30,93,0.323,162,22,69,115,NA,374,NA,NA,64,34,NA,NA,126,76,241,198,NA,NA,National Rank,Green Bay,2014,14110
Major Contributor,21,Alec Brown,7-1,235,Sr,27,27,73.3,109,24.7,27.4,55,58.5,7.7,7.7,7.7,17.8,9.7,1.1,3.1,4.2,34.8,82,108,0.759,109,218,0.5,41,92,0.446,NA,NA,4,234,249,261,NA,NA,NA,NA,37,NA,NA,NA,NA,499,NA,39,National Rank,Green Bay,2014,10439
Significant Contributor,35,Vincent Garrett,6-6,220,Sr,21,11,27.5,89.2,23.1,24.5,36.5,42.1,6.3,16.9,16.9,19.8,3,1.3,5.7,3.5,29.8,24,31,0.774,23,80,0.287,10,24,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,21200
Role Player,12,Carrington Love,6-1,171,So,28,14,68.5,103.1,16.1,16.2,45.6,50.5,1.8,16,16.7,17.6,0.7,2.6,3,3.3,44.4,53,76,0.697,36,74,0.486,28,97,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,National Rank,Green Bay,2014,16736
Role Player,15,Greg Mays,6-9,220,Jr,28,27,64.5,110.4,19.3,21.4,59.4,60.5,6.6,5.3,5.3,16.9,4,1.3,3.5,3.6,37.1,50,79,0.633,122,204,0.598,3,9,0.333,NA,NA,NA,NA,61,14,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,115,NA,National Rank,Green Bay,2014,14109
Limited Role,4,Jordan Fouse,6-7,220,So,28,28,79.7,102.6,15.5,11.5,50.7,52.2,10.4,16.3,16.3,23.8,4.9,4.3,3.5,3.1,59.2,46,84,0.548,72,140,0.514,0,2,0,336,NA,NA,NA,NA,NA,25,NA,NA,NA,223,22,NA,NA,197,NA,NA,NA,National Rank,Green Bay,2014,16735
Limited Role,45,Kenneth Lowe,6-7,230,Fr,28,NA,39.8,105.1,15,12.7,60.3,60.4,9.3,8.3,8.3,24.7,5.6,1.6,3.6,2.9,48.7,22,38,0.579,47,78,0.603,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,21201
Limited Role,5,Lamin Fulton,5-10,175,Jr,26,4,22.5,83.2,15.5,14.7,39.2,46,1,13,13,30.1,0,0.9,5.2,2.3,27.5,13,14,0.929,8,16,0.5,8,35,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,13642
Limited Role,32,Tevin Findlay,6-4,190,Fr,22,1,15.4,93.4,14.9,14.7,51.4,52.8,1.4,12.9,12.9,25.3,0.6,2.7,3.5,2.3,28.6,6,10,0.6,18,32,0.562,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,21199
Limited Role,34,Alfonzo McKinnie,6-8,205,Jr,9,NA,10.2,115.5,15.6,22.3,51.4,54.2,4.3,3.4,3.4,6.6,3.7,1.6,6.6,2.2,17.1,5,6,0.833,9,22,0.409,6,13,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,11095
Benchwarmer,10,Josh Humphrey,6-5,198,So,16,1,9.6,71.7,8.1,5.4,37.5,39.1,3.4,9.1,9.1,40.6,1.9,2.2,5.2,1.3,25,1,2,0.5,3,8,0.375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,14108
Benchwarmer,2,Turner Botz,6-7,215,Fr,12,NA,4.6,61.5,14.7,15.5,27.3,27.3,11.8,0,0,31.2,0,1.1,3.9,1.1,0,0,0,0,0,3,0,2,8,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Bay,2014,21198
Major Contributor,20,Du'Vaughn Maxwell,6-7,215,Sr,31,31,75.7,102.8,24.7,25.7,51.6,52.1,8.2,11.3,11.3,13.4,10.2,2.1,3.9,6.1,59.2,105,205,0.512,171,325,0.526,5,21,0.238,NA,NA,388,389,NA,NA,NA,46,NA,372,33,NA,NA,13,191,NA,NA,NA,National Rank,Hampton,2014,10703
Significant Contributor,11,Deron Powers,5-11,165,So,31,31,76.6,99.9,22.4,21.9,43.1,50.8,3.1,26,26.9,21.6,0.2,1.8,3.3,4.2,43.1,108,129,0.837,87,203,0.429,28,96,0.292,464,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,108,NA,NA,National Rank,Hampton,2014,15019
Significant Contributor,14,Brian Darden,6-2,183,So,31,29,58,103.8,21.4,24.9,47.3,52.9,2.5,10,10.5,16.4,0.1,2.4,4.3,4.2,38.1,78,98,0.796,27,64,0.422,63,193,0.326,NA,NA,NA,465,NA,NA,NA,NA,NA,NA,NA,436,NA,NA,NA,277,NA,NA,National Rank,Hampton,2014,21333
Significant Contributor,5,Emmanuel Okoroba,6-8,225,Jr,31,13,43.1,84.6,22.6,17.8,43.1,49.1,6.6,5.3,5.3,25.7,4.7,1.4,6.8,6.4,91.2,75,125,0.6,59,137,0.431,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,NA,NA,86,NA,NA,NA,NA,National Rank,Hampton,2014,12320
Significant Contributor,23,Dwight Meikle,6-7,210,So,31,1,35.1,99.8,22,22.3,50,53.9,10.3,6.7,6.7,20.6,4.1,1.9,5.8,4.3,43.9,42,61,0.689,62,125,0.496,5,14,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,15017
Significant Contributor,30,Jervon Pressley,6-8,250,So,21,18,31.8,91,21.8,19.8,43.8,47.5,10.3,7.4,7.4,20.4,6.1,0.7,5.9,5.2,64.3,41,72,0.569,49,112,0.438,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,21407
Role Player,24,Ramon Mercado,6-4,205,Sr,30,2,35.4,104.6,17.1,21.4,48.9,52.4,2.6,8.9,8.9,15.4,2.1,2.1,3.5,2.8,24.4,26,33,0.788,18,43,0.419,32,92,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,15018
Role Player,4,Lawrence Cooks,6-1,175,Fr,29,NA,28.9,93.7,18.1,17.5,43.3,50.7,3.2,11.5,11.5,23.6,0.6,2.1,3.1,3.9,50,35,45,0.778,21,61,0.344,12,29,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,19445
Limited Role,21,Ke'Ron Brown,6-3,215,So,31,30,62.2,82.7,14.8,12.4,36.1,40.6,6.9,12.2,12.2,24.9,0.9,3.7,5.5,3.4,58.4,43,80,0.537,42,105,0.4,5,32,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,207,NA,NA,NA,National Rank,Hampton,2014,15014
Limited Role,2,Breon Key,6-2,185,So,17,NA,23.2,121.9,15.2,12.8,63.2,67.8,4.7,14,14.6,20,0.7,2.1,6.6,4.3,79.2,32,42,0.762,23,35,0.657,7,18,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,21411
Benchwarmer,22,Miles Jackson,6-5,200,So,21,NA,9.4,102.6,11.5,11.3,63.2,63.2,1.8,9.9,9.9,28.5,1.8,1.4,3,1.9,26.3,3,5,0.6,6,11,0.545,4,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,19449
Benchwarmer,32,Dionte Adams,6-7,215,So,18,NA,9,80,11.2,8.7,42.9,44.9,5.6,6.5,6.5,30.5,2.8,1.5,6.3,2.6,57.1,4,8,0.5,6,14,0.429,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,15013
Benchwarmer,25,Reggie Price,6-3,195,So,13,NA,8,91.2,18.3,26.7,46.1,46.2,4.2,0,0,15.1,0,0.6,1.2,1.6,5.3,1,2,0.5,4,8,0.5,9,30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,19450
Benchwarmer,33,Phillip Reed,6-10,210,Fr,9,NA,2.6,70.5,6.8,2.2,0,51.3,3.2,5.2,5.2,50.3,0,0,4.8,2.2,200,2,2,0.999,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampton,2014,19452
Go-to Guys,1,Mark Nwakamma,6-6,235,Jr,31,31,68.7,102.1,31.2,29.6,54.8,58.2,8.3,18.1,18.1,21,3,1.6,4.8,6.6,53.4,118,173,0.682,158,283,0.558,13,41,0.317,NA,NA,3,116,269,291,489,329,NA,NA,46,NA,NA,63,295,NA,291,NA,National Rank,Hartford,2014,12327
Major Contributor,11,Taylor Dyson,6-4,185,So,33,15,46.8,96.2,24.6,30,48.7,52.5,2.7,5.8,5.8,15.2,0.6,1.8,3.4,4.3,28.6,49,64,0.766,31,81,0.383,52,143,0.364,NA,NA,409,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,National Rank,Hartford,2014,15026
Significant Contributor,15,Yolonzo Moore,6-2,175,Jr,33,33,81.6,97.5,20.3,17,51.1,56.8,1.5,18,18.9,25.8,0.5,2.4,2.5,4.5,61.1,98,135,0.726,71,137,0.518,28,84,0.333,243,NA,NA,NA,NA,412,NA,NA,48,NA,NA,432,322,NA,162,NA,NA,NA,National Rank,Hartford,2014,15027
Role Player,0,Wes Cole,6-0,165,Jr,33,14,60.2,114.9,17,23.5,61.3,62.6,1.9,7.3,7.3,13,0.1,1.5,1.7,2.2,9.8,19,22,0.864,21,43,0.488,78,182,0.429,NA,311,NA,NA,32,63,NA,NA,NA,3,NA,NA,37,NA,NA,NA,NA,85,National Rank,Hartford,2014,12324
Role Player,22,Evan Cooper,6-0,185,So,30,13,52,105.5,18,19.6,55.9,58.8,1.6,15,15.8,20.3,0,2.5,3.4,3,25.9,33,42,0.786,29,58,0.5,41,104,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA,253,National Rank,Hartford,2014,15025
Role Player,44,Oren Faulk,6-7,250,Sr,33,17,36.3,93.3,19.8,16.3,55.3,54.4,7.8,18.3,18.3,28.4,3.6,1.7,5.9,3.6,42.6,19,40,0.475,52,89,0.584,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,2014,12325
Role Player,43,Nate Sikma,6-7,235,Jr,23,7,35.8,101.7,19.4,19.8,48.2,51.3,7.6,17.6,17.6,19.1,1.5,1.5,4.1,3.2,27.4,22,31,0.71,29,54,0.537,17,59,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,2014,12330
Limited Role,4,Corban Wroe,6-2,195,Jr,33,33,63,106.4,15.4,14.6,58.6,61.8,3.8,14.6,14.6,25,0.3,1.5,4.1,2.7,30.8,36,45,0.8,42,79,0.532,29,67,0.433,NA,NA,NA,NA,95,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,68,National Rank,Hartford,2014,12331
Limited Role,50,Jamie Schneck,6-8,240,Jr,31,2,23.3,93.7,12.1,10,54.1,50.6,6.3,7.3,7.3,21.9,3.4,0.8,7.4,3,64.9,9,24,0.375,20,37,0.541,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,2014,12329
Nearly Invisible,2,Justin Graham,6-1,175,Fr,31,NA,19.6,79.3,8.7,4.2,50,61.7,0.5,6.5,6.5,44.3,0,1.2,5.1,2.6,130.8,13,17,0.765,2,7,0.286,3,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,2014,19453
Benchwarmer,12,Yasin Kolo,6-10,245,So,8,NA,8.3,105.8,24.7,21.2,57.1,62.2,7.5,6.4,6.4,20.8,3.2,1.7,4.4,6.9,85.7,17,24,0.708,10,18,0.556,4,10,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,2014,19455
Benchwarmer,14,Dougal Weir,6-9,240,Fr,10,NA,2.6,53.7,7.8,9.5,25,25,0,5.5,5.5,23,3.3,0,1.1,1.1,0,0,0,0,1,4,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hartford,2014,19456
Major Contributor,23,Wesley Saunders,6-5,215,Jr,29,28,78.7,108.8,24.5,22.8,47.4,54.9,3.9,24.5,24.5,17.6,2.2,3.1,2.8,5.4,59.2,134,173,0.775,125,259,0.483,9,33,0.273,384,NA,42,NA,NA,NA,NA,NA,239,NA,NA,169,NA,271,192,4,NA,NA,National Rank,Harvard,2014,12338
Major Contributor,30,Kyle Casey,6-7,225,Sr,31,31,54.6,101.5,25.5,27.4,47.5,51.5,7.3,13.3,13.3,16.3,5.8,1.7,6.2,4.7,39.9,67,97,0.691,105,218,0.482,7,25,0.28,NA,NA,317,235,NA,NA,NA,63,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,National Rank,Harvard,2014,9177
Significant Contributor,1,Siyani Chambers,6-0,170,So,31,31,85.7,105.4,20.5,19.2,47.9,53.2,1.8,25,25.7,20.2,0.1,2.3,1.2,4,47.6,92,127,0.724,53,137,0.387,50,130,0.385,124,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,5,NA,423,NA,NA,311,National Rank,Harvard,2014,15029
Significant Contributor,14,Steve Moundou-Missi,6-7,225,Jr,31,30,63,114.3,21.4,21.2,53.9,59.7,10,5.3,5.3,15.3,5.9,1.8,4.5,4.9,58.5,97,127,0.764,117,216,0.542,0,1,0,NA,35,NA,NA,329,186,296,282,NA,NA,152,NA,NA,406,205,464,401,NA,National Rank,Harvard,2014,12335
Significant Contributor,10,Brandyn Curry,6-1,195,Sr,23,4,47.6,109.7,20.1,21.7,55.1,55.9,2.6,22.6,22.6,17,2.2,3.3,3,3.3,31.5,31,53,0.585,46,85,0.541,31,83,0.373,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,121,NA,NA,NA,NA,404,403,National Rank,Harvard,2014,9135
Role Player,24,Jonah Travis,6-6,225,Jr,29,NA,29.4,123.6,19.1,15.3,56.2,62.6,16.2,4.4,4.4,14,2.1,2.5,5.4,5.5,95.9,51,70,0.729,41,73,0.562,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,12340
Role Player,33,Evan Cummins,6-9,215,So,29,NA,22.8,99.3,17,15.4,56.1,59.2,6.2,7.8,7.8,26.7,7.8,1.7,5.8,3.1,42.1,17,24,0.708,32,57,0.561,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,19467
Role Player,35,Agunwa Okolie,6-8,205,So,24,NA,16.7,95.4,18.1,15.1,57.3,56.6,7.3,4.8,4.8,24.4,1.6,1.8,4.2,4.3,70.7,15,29,0.517,22,39,0.564,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,15035
Limited Role,0,Laurent Rivard,6-5,215,Sr,31,30,83.8,129.4,12,15.2,63.5,66.1,2.8,4.4,4.4,10.8,0.3,1.5,2.4,2.4,29.5,49,61,0.803,13,24,0.542,79,183,0.432,178,19,NA,NA,14,11,NA,NA,NA,111,NA,NA,279,NA,NA,NA,NA,75,National Rank,Harvard,2014,10438
Benchwarmer,4,Zena Edosomwan,6-9,245,Fr,21,NA,8.4,99.2,31.3,32.2,43.2,47.7,21.8,4.5,4.5,14.9,5.3,0,6.8,5.9,45.5,13,20,0.65,19,44,0.432,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,19461
Benchwarmer,2,Alex Nesbitt,6-1,175,Jr,14,NA,3.2,83.3,9.9,7.8,25,27.6,0,21,21.7,15.7,0,1.6,6,2.7,75,1,3,0.333,1,3,0.333,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,19459
Benchwarmer,21,Dee Giger,6-6,180,Sr,10,1,2.3,83.9,20.3,24.1,55.6,55.6,0,7.5,7.5,31.7,3.9,10.7,5.5,1.4,0,0,0,0,2,3,0.667,2,6,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,19465
Benchwarmer,3,Matt Brown,6-3,205,Jr,11,NA,2.1,132.5,9.2,0,0,87.7,0,6.4,6.4,26,0,0,1.5,6.1,0,5,6,0.833,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harvard,2014,19460
Go-to Guys,34,Christian Standhardinger,6-8,220,Sr,29,29,79.7,108.6,28.4,25.8,47.1,55.4,11,8.9,8.9,18,2.3,2.5,3.6,6.9,64.9,177,227,0.78,147,305,0.482,12,45,0.267,335,NA,106,372,NA,NA,191,149,NA,NA,NA,363,NA,52,119,365,NA,NA,National Rank,Hawaii,2014,9985
Significant Contributor,42,Isaac Fotu,6-8,240,So,29,29,77.3,119.2,20.9,22.4,57,60.4,8.7,4.7,4.7,13.5,2.4,0.8,3.1,4.3,42.5,92,125,0.736,166,286,0.58,1,8,0.125,437,146,NA,NA,152,144,443,NA,NA,384,NA,NA,NA,NA,NA,NA,188,NA,National Rank,Hawaii,2014,15041
Significant Contributor,11,Quincy Smith,6-0,170,So,29,1,42.4,96.2,20,14.6,42.4,48.6,1.9,25,25.5,24.6,0.7,2.9,5.1,4.9,78.1,51,82,0.622,37,91,0.407,5,14,0.357,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,NA,207,NA,425,NA,NA,NA,NA,National Rank,Hawaii,2014,19473
Role Player,0,Keith Shamburger,6-0,170,Jr,29,28,80.1,112.1,17.4,14.5,42.9,52.4,1.9,27,27,20.3,0.2,2,2.4,3.8,55.6,92,110,0.836,31,77,0.403,36,121,0.298,32,473,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,25,NA,251,109,NA,NA,National Rank,Hawaii,2014,10314
Role Player,1,Garrett Nevels,6-2,180,Jr,29,28,78.8,119.9,17.5,23.8,54.2,55.9,1.7,10.5,10.5,9.3,1.4,1.4,3.1,2.2,13.8,34,44,0.773,92,184,0.5,54,135,0.4,38,127,NA,NA,311,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,205,National Rank,Hawaii,2014,19470
Role Player,32,Brandon Spearman,6-3,200,Sr,26,26,67.1,116.1,18.6,21.4,55.3,56.1,9.2,7.4,7.4,13.5,0.6,1.5,3.1,3,25.4,37,62,0.597,75,130,0.577,40,114,0.351,NA,261,NA,NA,233,473,389,NA,NA,382,NA,NA,NA,NA,NA,NA,203,NA,National Rank,Hawaii,2014,11062
Role Player,23,Aaron Valdes,6-5,190,Fr,29,3,22.6,109.7,16.4,17.4,53.7,53.9,8.4,6.2,6.2,14.7,2,2,4.7,3,34.3,12,23,0.522,30,57,0.526,4,10,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,19476
Limited Role,13,Davis Rozitis,7-0,240,Sr,27,1,26.8,123.3,13.7,12.3,67.9,66.9,10.9,3.4,3.4,17.5,6.9,1.9,7.1,3.2,53.6,18,30,0.6,38,56,0.679,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,12345
Benchwarmer,10,Dyrbe Enos,5-9,160,Fr,19,NA,8.4,80.8,14.1,16,45.7,45.9,1.2,3.3,3.3,29.4,0,1.2,6.9,1.5,8.7,1,2,0.5,0,0,0,7,23,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,19472
Benchwarmer,25,Mike Thomas,6-8,200,Fr,18,NA,8,80.3,18.4,16.9,26.1,33.7,12.6,5.2,5.2,20.3,4.6,0.6,10.2,3.8,47.8,7,11,0.636,6,15,0.4,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,19478
Benchwarmer,3,Brandon Jawato,6-4,200,So,13,NA,3.7,91,12.8,12.8,50,50,2.8,11,11.5,31.9,0,4.1,3.7,1,0,0,0,0,1,1,0.999,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,15043
Benchwarmer,15,Stefan Jovanovic,6-10,235,Fr,9,NA,2.4,100.9,30.1,24.7,60,62.3,12.7,7.8,7.8,27.7,7.8,0,20,6.3,60,4,6,0.667,6,10,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,19474
Benchwarmer,24,Michael Harper,6-4,200,So,7,NA,2,62.3,17.7,12,62.5,62.5,0,7.4,7.4,57.4,0,2.5,8.7,1.2,0,0,0,0,1,1,0.999,1,3,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hawaii,2014,19477
Go-to Guys,0,John Brown,6-8,205,So,29,29,80,118.8,29.8,30.4,53.5,58.1,13.2,14.5,14.5,10.2,5.8,2.8,3.3,6.5,50.7,142,194,0.732,205,378,0.542,0,5,0,324,158,58,78,367,299,59,499,NA,78,159,255,NA,73,345,NA,394,NA,National Rank,High Point,2014,15046
Major Contributor,22,Adam Weary,6-3,205,So,23,16,50.6,101.8,25.3,24.6,54.3,57.2,3.2,15,15.4,20.7,1.2,1.7,5.2,4.8,41.8,56,82,0.683,81,146,0.555,17,50,0.34,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,NA,NA,307,NA,National Rank,High Point,2014,15056
