Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,4,Rod Melton,6-1,180,Sr,27,27,80.8,102.2,20.9,25.5,49.7,51.4,2.3,11,11.2,13.9,0.1,2.1,2.1,3.3,22.1,46,72,0.639,84,181,0.464,52,145,0.359,315,NA,NA,372,NA,NA,NA,NA,NA,399,NA,NA,222,NA,NA,NA,NA,487,National Rank,Florida A&M,2020,43643
Significant Contributor,22,Evins Desir,6-8,300,Jr,26,24,50.5,97.3,22.7,22.7,54.7,54.3,9,2.5,2.5,19.2,1.6,1,5,4.9,45.3,41,82,0.5,99,180,0.55,0,1,0,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,306,NA,NA,392,NA,National Rank,Florida A&M,2020,46542
Significant Contributor,20,Brendon Myles,6-4,185,Sr,25,NA,37.2,92.5,21.4,24.1,42.2,46.5,6.2,8.1,8.1,18,0.6,1.1,3.6,3.5,25.4,28,36,0.778,30,76,0.395,20,66,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2020,38198
Role Player,25,DJ Jones,6-9,200,Jr,27,23,65.9,83,18.9,20.9,39.5,40.8,8.9,6,6,19.3,4.3,2.2,4.8,2.6,17.9,21,39,0.538,86,212,0.406,0,6,0,NA,NA,NA,NA,NA,NA,318,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida A&M,2020,38413
Role Player,2,Kamron Reaves,6-2,170,Jr,24,23,60.2,67.9,18.4,18.7,30.6,34.4,1.6,16,16,27.7,0,1.9,3.3,2.5,18,24,32,0.75,38,111,0.342,11,67,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida A&M,2020,41021
Role Player,5,Nasir Core,6-3,210,Sr,27,4,56.8,93.5,19.5,15.7,43.6,51.8,2,12.3,12.3,22.6,0.4,1.9,4.1,5.8,86.5,83,122,0.68,36,80,0.45,17,61,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,National Rank,Florida A&M,2020,39401
Limited Role,23,Bryce Moragne,6-5,200,Jr,25,7,56.8,99.2,15.1,13.5,49.6,53.3,8,5.7,5.7,20.8,1.4,2.2,4.4,3.6,53.7,42,65,0.646,60,120,0.5,0,1,0,NA,NA,NA,NA,NA,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida A&M,2020,40244
Benchwarmer,13,Jamir Williams,6-4,165,Fr,3,NA,3.4,112.1,18.3,22.6,62.5,61.8,2.9,6.2,6.2,16.7,0,6.1,5.4,2.6,16.7,1,2,0.5,3,6,0.5,3,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2020,46543
Benchwarmer,30,Randall Leath,6-8,205,So,8,NA,2.7,47.7,10.7,14,16.7,16.7,7.1,0,0,17.6,0,3.8,13.3,1.1,0,0,0,0,1,6,0.167,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2020,43640
Major Contributor,0,Cornelius Taylor,6-0,180,Sr,29,27,71.1,87.2,25,27.4,44.1,45.8,2,14,14.8,20.1,0.1,2.3,3,3,14.4,33,49,0.673,58,141,0.411,61,198,0.308,NA,NA,341,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida Atlantic,2020,45815
Major Contributor,15,Jailyn Ingram,6-7,215,Sr,27,21,60.8,100.8,25.2,27.5,49.8,52.6,5.8,11.8,11.8,16.6,1.3,2.3,2.9,3.8,22.8,49,66,0.742,98,193,0.508,31,97,0.32,NA,NA,321,226,NA,NA,NA,295,NA,NA,NA,498,NA,NA,NA,NA,NA,NA,National Rank,Florida Atlantic,2020,38767
Role Player,23,Richardson Maitre,6-3,180,Jr,29,29,66.5,111.2,18.8,19.3,55.8,58.6,1.8,17.6,17.6,17.6,0.4,2.5,1.6,3.1,26.9,46,60,0.767,57,114,0.5,45,109,0.413,NA,38,NA,NA,196,208,NA,NA,NA,NA,NA,392,47,NA,NA,463,NA,108,National Rank,Florida Atlantic,2020,42426
Role Player,11,Michael Forrest,6-0,170,So,29,7,63.6,108.9,17.6,18.1,53,56.3,2.9,12,12.8,16.6,0.3,2.1,2.6,3.2,31.5,47,63,0.746,28,65,0.431,52,135,0.385,NA,NA,NA,NA,381,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,National Rank,Florida Atlantic,2020,42424
Role Player,25,Karlis Silins,6-11,240,So,29,19,50.4,107.6,19.4,18.7,54,57.4,8.3,4.6,4.6,17.1,2.6,0.5,5.3,4,42.1,49,69,0.71,66,128,0.516,15,36,0.417,NA,NA,NA,NA,NA,NA,396,NA,NA,NA,458,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida Atlantic,2020,39074
Role Player,12,Aleksandar Zecevic,6-10,245,Sr,29,11,41.7,101.5,19.9,19.7,53.5,54.5,8.7,11.3,11.3,20.6,1.6,1.8,5.3,2.8,20.3,18,29,0.621,69,120,0.575,5,23,0.217,NA,NA,NA,NA,NA,NA,344,177,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,National Rank,Florida Atlantic,2020,42425
Role Player,3,Jaylen Sebree,6-7,190,So,29,5,26.5,86.8,17.3,21.5,40.4,41.5,3.5,5.6,5.6,12.8,1.1,2.4,2.2,2.1,10.1,6,10,0.6,16,36,0.444,16,63,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2020,42420
Role Player,2,Everett Winchester,6-7,215,Jr,14,7,20.9,75.4,18.3,15.1,37.3,40.3,3.1,15.1,15.1,28.1,1.8,2.3,3.6,3.2,36.4,11,20,0.55,19,43,0.442,1,12,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2020,38608
Role Player,4,DJ Robertson,6-1,160,Fr,25,1,20.4,90.1,19.9,16.6,35.6,42.8,3.6,24,24.9,21.7,0.5,1.4,3.3,3.9,44.1,19,26,0.731,18,38,0.474,2,21,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2020,45816
Limited Role,13,Kenan Blackshear,6-6,215,Fr,28,10,38.9,87,15.9,12.6,35.9,44.1,6.7,9.5,9.5,23.7,0.5,1.3,3.7,3.6,56.5,34,48,0.708,26,62,0.419,3,23,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2020,45822
Limited Role,1,Madiaw Niang,6-9,210,So,28,8,31.3,98.5,12.3,11.8,43.8,47.2,9.5,3.5,3.5,17.8,4,2.3,3.8,2.1,26.6,12,17,0.706,25,49,0.51,2,15,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2020,42421
Benchwarmer,35,Dardan Kapiti,6-10,210,Fr,15,NA,6.1,170.2,9.9,13.2,78.6,79.5,12.1,3,3,0,4.7,0.8,10,1.3,7.1,1,1,0.999,11,14,0.786,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2020,46663
Major Contributor,5,Jalen Warren,6-3,167,Jr,30,23,70.1,91.7,26.4,25,45.9,49.2,2.2,31,31.6,23.1,0.5,1.3,2.4,4,30.8,61,89,0.685,116,243,0.477,11,46,0.239,NA,NA,226,425,NA,NA,NA,NA,61,NA,NA,NA,441,NA,NA,NA,NA,NA,National Rank,Florida Gulf Coast,2020,46142
Significant Contributor,2,Caleb Catto,6-5,190,So,30,30,80.7,99.9,22.6,25.8,50.1,52.4,2.8,19.7,19.7,18,0.6,1.5,2.1,2.7,14.9,41,51,0.804,82,169,0.485,60,174,0.345,324,NA,NA,342,NA,NA,NA,NA,415,NA,NA,NA,211,NA,NA,NA,NA,NA,National Rank,Florida Gulf Coast,2020,42094
Significant Contributor,1,Zach Scott,6-4,173,So,30,21,68.3,91.2,23.1,27.8,42.3,46.5,3.4,8.2,8.2,15.2,1.1,3,2.3,3.1,18.9,52,59,0.881,53,127,0.417,53,186,0.285,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,175,309,NA,NA,NA,NA,NA,National Rank,Florida Gulf Coast,2020,42096
Significant Contributor,12,Malik Hardy,6-3,203,So,17,NA,20.7,93.8,20.1,18.4,46,51.4,8.4,11.3,11.3,23.9,1.4,2.2,4.3,3.4,36.5,18,23,0.783,17,35,0.486,8,28,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2020,42095
Significant Contributor,20,Jalen Harper,6-2,170,Fr,14,1,13.7,65.3,23.2,25.6,29.3,32.6,0.7,16,16.6,23.4,0.7,2.5,1.9,2.5,12.1,6,7,0.857,8,31,0.258,6,27,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2020,46131
Role Player,15,Sam Gagliardi,6-4,199,Jr,29,15,49,86.2,16.9,19.3,45.8,46.9,3.6,7.1,7.1,21.6,0.4,1.8,2.7,1.9,10.9,11,17,0.647,4,16,0.25,45,140,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida Gulf Coast,2020,46127
Role Player,0,Dakota Rivers,6-8,195,Fr,28,NA,28,96.4,17.6,16.7,57.1,57.7,7.3,2.7,2.7,23.2,11.5,0.5,5.5,3.4,42.9,19,33,0.576,35,53,0.66,6,24,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2020,46137
Role Player,4,Cyrus Largie,6-1,212,Fr,23,4,27.2,93.9,17.2,14.7,60.6,61.8,5,13.5,13.5,32.9,0.3,2.4,2.8,2.4,24.2,11,16,0.688,25,48,0.521,10,18,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2020,46561
Role Player,11,Qwanzi Samuels,6-8,196,Fr,23,4,20.7,53.8,16.5,14.4,28.6,30.4,6.1,6.3,6.3,37.9,0.9,1,3.8,1.6,8.2,3,4,0.75,8,33,0.242,4,16,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2020,46138
Limited Role,32,Justus Rainwater,6-8,230,Jr,30,28,52.4,108.7,15.2,14.2,63.4,61.5,12.2,1.8,1.8,19.4,5.9,1.2,5.6,3,43.9,27,54,0.5,78,123,0.634,0,0,0,NA,NA,NA,NA,NA,NA,75,478,NA,NA,106,NA,NA,NA,NA,NA,61,NA,National Rank,Florida Gulf Coast,2020,46134
Limited Role,13,Tracy Hector,6-5,232,Sr,28,21,48.8,76.5,14.1,10.2,39.6,42,4.2,20.3,20.3,36.8,0.6,2.6,3.4,1.8,21.9,11,18,0.611,19,52,0.365,9,30,0.3,NA,NA,NA,NA,NA,NA,NA,387,389,NA,NA,309,NA,NA,NA,NA,NA,NA,National Rank,Florida Gulf Coast,2020,30836
Nearly Invisible,30,Brian Thomas,6-9,259,Jr,19,1,19.2,105.2,9.3,9.2,51.7,51,9.6,4.4,4.4,16.7,15.7,1.8,2.1,1.6,24.1,3,7,0.429,15,29,0.517,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2020,40229
Significant Contributor,3,Trent Forrest,6-4,210,Sr,31,31,76.4,103.2,22.9,20,48.8,54.2,4.2,24.1,24.1,24.1,2.3,3.5,1.9,3.9,35.7,83,101,0.822,114,226,0.504,16,57,0.281,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,57,126,NA,483,194,NA,NA,National Rank,Florida St.,2020,39742
Significant Contributor,23,MJ Walker,6-5,213,Jr,26,24,52.2,104.1,21.4,23.7,46.7,51.9,1.1,10,10.7,15.6,1.1,1.8,3.7,4.1,33.2,61,76,0.803,41,107,0.383,44,122,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,464,National Rank,Florida St.,2020,41310
Significant Contributor,4,Patrick Williams,6-8,225,Fr,29,NA,52.2,104.6,21.7,21.5,49.8,55.3,6.9,8.4,8.4,20.3,5.6,2.6,2.9,4,35.8,62,74,0.838,79,157,0.503,16,50,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,364,NA,NA,NA,134,NA,NA,National Rank,Florida St.,2020,45357
Significant Contributor,1,Raiquan Gray,6-8,260,So,29,24,45.1,91,20.8,17.8,42.2,47.9,6.3,12.4,12.4,25,4.1,3.2,4.8,4.2,46.6,48,69,0.696,49,107,0.458,9,41,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,133,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2020,41441
Role Player,24,Devin Vassell,6-7,194,So,30,30,68.9,124.8,18.8,23.1,56.5,58.5,5.2,11.2,11.2,8.2,4.1,2.8,2.7,3,22.1,48,65,0.738,100,188,0.532,44,106,0.415,NA,24,NA,NA,171,222,NA,NA,NA,16,236,236,NA,NA,NA,NA,NA,102,National Rank,Florida St.,2020,42116
Role Player,2,Anthony Polite,6-6,215,So,31,8,49.3,103.1,16.1,17,51.6,53.2,4.6,9.9,9.9,20.9,1.4,3.5,3.1,2.3,18.1,19,28,0.679,29,59,0.492,34,96,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2020,40132
Role Player,0,Rayquan Evans,6-4,210,Jr,29,NA,26.6,105.5,17.1,13.8,50.7,55.6,1.8,21.7,21.7,24.2,1.1,1.4,2.6,3.5,48.5,24,33,0.727,24,51,0.471,7,17,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2020,46222
Role Player,15,Dominik Olejniczak,7-0,260,Sr,29,9,24.9,106.6,19.8,19.6,61.1,62.1,12.6,2.6,2.6,24.2,6.3,1.7,5.9,2.8,21.1,13,19,0.684,55,90,0.611,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2020,30440
Role Player,5,Balsa Koprivica,7-1,260,Fr,27,NA,22.3,125,19.5,17.7,69.9,69.7,13.2,5.8,5.8,17.9,3.1,1.9,5.9,4.4,52,25,38,0.658,51,73,0.699,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2020,45361
Role Player,31,Wyatt Wilkes,6-8,220,So,28,1,20.5,112.9,18.1,21.9,55.4,56.8,5.1,10,10.8,17.3,1,1.8,4.1,1.8,6,5,5,0.999,10,20,0.5,24,63,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2020,41756
Limited Role,10,Malik Osborne,6-9,225,So,31,28,48.2,114.9,15.7,17.3,52.9,53.9,11.7,4.2,4.2,12.1,4.7,1.8,3.8,2.7,25.3,23,39,0.59,50,96,0.521,21,58,0.362,NA,222,NA,NA,NA,NA,108,391,NA,185,181,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2020,41180
Benchwarmer,11,Nathanael Jack,6-5,195,Jr,13,NA,5.9,110.6,26.4,34.7,54,55.2,3.2,14.3,14.3,14.7,0,0.8,7.6,2.3,5.3,2,2,0.999,4,5,0.8,11,33,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2020,46224
Benchwarmer,30,Harrison Prieto,6-8,230,Jr,10,NA,2.8,98.1,18.7,15.5,50,45.5,20.4,5.1,5.1,17.6,7,1.6,5.7,3.9,50,1,4,0.25,4,7,0.571,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2020,40660
Go-to Guys,1,Chuba Ohams,6-9,210,Jr,13,11,28.1,86.4,29.7,27.1,47.3,46.8,12.5,16.5,16.5,19.4,4.1,2.8,3.2,5.4,40.6,22,52,0.423,59,121,0.488,1,7,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2020,38320
Significant Contributor,2,Jalen Cobb,6-1,165,So,30,25,80.4,83.1,22.3,23.1,40.4,44.3,1.1,16.9,16.9,18.3,1,3.2,3,3.4,24.6,57,77,0.74,65,181,0.359,41,132,0.311,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2020,42357
Significant Contributor,13,Antwon Portley,6-4,195,Sr,24,18,58.2,89.8,22.5,22.2,44.9,49.6,0.8,18.3,18.3,19,0.2,1.9,2,4,34.1,55,74,0.743,45,105,0.429,35,112,0.312,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,NA,NA,156,NA,NA,NA,NA,NA,National Rank,Fordham,2020,31541
Role Player,21,Josh Colon,5-10,170,Jr,30,23,55.2,95.6,17.7,16.6,46.4,51,1.8,21,21.8,20,0,1.9,4.2,3,31.8,38,49,0.776,34,74,0.459,25,80,0.312,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2020,46593
Role Player,10,Ty Perry,6-3,215,So,30,16,50.8,94.8,19.4,22.8,51,53.2,1.1,6.8,6.8,14.9,0,1.8,2.5,2.7,16.9,25,33,0.758,35,79,0.443,43,116,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,37,National Rank,Fordham,2020,42360
Role Player,22,Joel Soriano,6-11,250,Fr,30,12,46.9,89.5,18.4,16.7,45.5,48.4,11.2,6.2,6.2,22.2,6.4,1.4,5,2.8,26.5,24,35,0.686,60,132,0.455,0,0,0,NA,NA,NA,NA,NA,NA,141,16,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2020,45339
Role Player,4,Erten Gazi,6-3,205,Sr,22,16,44.4,97.9,19.4,21.8,55.2,55.9,2.8,11.3,11.3,17.6,1.8,2,3.7,2.5,14.7,15,24,0.625,42,77,0.545,32,86,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,359,National Rank,Fordham,2020,30429
Role Player,30,Onyi Eyisi,6-9,225,So,21,18,40.7,96.3,17.4,16.2,45,50.1,8.4,3.8,3.8,15.2,6,1.2,3.8,3.9,50.5,38,56,0.679,50,111,0.45,0,0,0,NA,NA,NA,NA,NA,NA,379,393,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2020,42364
Role Player,5,Chris Austin,6-4,205,Fr,24,7,32.5,80.2,16,19.4,40.6,40.7,1.4,8.6,8.6,12.2,0.7,1.5,4.4,2,11.3,5,12,0.417,22,51,0.431,14,55,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2020,42359
Role Player,20,Ivan Raut,6-7,204,Jr,24,5,27.9,93.9,17.1,20.2,41.6,44.4,2.9,10.5,10.5,7.2,0,1.1,1.7,2.9,24.2,15,23,0.652,5,17,0.294,23,78,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2020,40713
Limited Role,3,Kyle Rose,6-3,185,Fr,29,4,34.2,62.1,15.1,12,28.3,29.3,0.8,22.8,22.8,29.4,2,4.3,4.8,2.4,29,7,20,0.35,6,33,0.182,9,36,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2020,46614
Major Contributor,10,Orlando Robinson,6-10,235,Fr,29,29,67.5,108.6,24.5,22.6,50.6,55.5,8.7,13.3,13.3,16.3,4.4,1.8,3.1,5.3,53,95,133,0.714,109,200,0.545,12,51,0.235,NA,NA,391,NA,NA,462,337,329,NA,NA,212,NA,NA,198,108,NA,439,NA,National Rank,Fresno St.,2020,45969
Major Contributor,4,Niven Hart,6-5,205,Fr,25,NA,36.3,103.1,25.4,28.7,54.7,56.1,5.1,5.3,5.3,16.3,1.1,1.1,2.4,4.1,27.5,30,47,0.638,44,87,0.506,33,84,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,46898
Significant Contributor,0,New Williams,6-1,175,Sr,27,26,68.9,106.7,21.4,24.4,47.5,51.8,2.4,12,12.9,12.7,0.4,2,3.6,3.6,27.9,62,77,0.805,35,86,0.407,64,190,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,261,NA,NA,National Rank,Fresno St.,2020,30110
Significant Contributor,32,Nate Grimes,6-8,225,Sr,26,25,62.5,111.3,22.5,23.1,56.5,57.2,14.2,7.8,7.8,16.6,6.4,1.2,3.3,3.4,27,38,64,0.594,83,150,0.553,34,87,0.391,NA,373,NA,NA,166,293,24,19,NA,NA,9,NA,NA,NA,NA,NA,369,217,National Rank,Fresno St.,2020,39406
Significant Contributor,12,Mustafa Lawrence,6-1,180,Jr,17,8,29,90.2,23,20.8,44.4,47,2,29,29.4,27.2,0.7,2.3,3.1,2.8,20.2,14,20,0.7,17,40,0.425,18,59,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,41321
Role Player,3,Jarred Hyder,6-3,180,Fr,26,24,70,93.6,19.8,18.5,44.8,49.4,1.5,20,20.4,24.8,0.4,1,2.1,2.8,25.4,45,54,0.833,52,117,0.444,29,96,0.302,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,233,NA,NA,NA,NA,NA,National Rank,Fresno St.,2020,45965
Role Player,55,Noah Blackwell,6-3,190,Sr,19,16,52,115.4,16.6,17.9,55.6,57.8,1.7,20,20.2,16.9,0.4,1.4,1.6,2.2,17,21,26,0.808,19,41,0.463,44,112,0.393,NA,206,NA,NA,NA,NA,NA,NA,391,NA,NA,NA,54,NA,NA,NA,NA,198,National Rank,Fresno St.,2020,30892
Limited Role,13,Aguir Agau,6-7,190,So,22,10,30.4,84.6,15.6,13.2,44.7,49.4,5.1,5.5,5.5,29.6,3.4,1.4,5.6,2.6,34.9,17,23,0.739,19,32,0.594,7,34,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,43529
Nearly Invisible,25,Anthony Holland,6-5,215,Fr,28,6,57,116.8,9.3,9.8,53.3,55.6,5.1,5.6,5.6,13.7,1.6,1.4,3.7,1.7,26.1,17,24,0.708,4,15,0.267,30,77,0.39,NA,162,NA,NA,NA,NA,NA,NA,NA,373,NA,NA,NA,NA,NA,NA,NA,226,National Rank,Fresno St.,2020,45964
Benchwarmer,5,Jordan Campbell,6-3,195,Fr,8,NA,9.7,65.5,26.8,28.9,31.5,33.8,4,9.6,9.6,24,1.1,0.5,5.2,2.9,13,4,6,0.667,13,35,0.371,1,11,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,42554
Benchwarmer,21,Assane Diouf,7-2,275,Fr,18,1,9.7,66.3,16.1,13.2,42.9,41.1,6,1.8,1.8,33.2,5.2,0,7.3,2.6,33.3,2,7,0.286,9,20,0.45,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,43804
Benchwarmer,35,Lazaro Rojas,6-11,235,Jr,9,NA,3.9,108.6,9.6,7.8,40,46.7,10,4.1,4.1,13.9,2.6,1.3,4.3,2.4,60,2,3,0.667,2,3,0.667,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,39193
Benchwarmer,1,Chris Seeley,6-8,215,So,4,NA,2.5,79.6,19.3,26.5,36.4,36.4,7.6,0,0,10.6,0,0,1.3,1.4,0,0,0,0,4,10,0.4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2020,38301
Major Contributor,4,Noah Gurley,6-8,210,So,29,29,72.5,101.3,26.1,24.4,55.2,58.1,5.1,12.4,12.4,20.9,2.8,1.4,3.9,4.4,38.5,80,114,0.702,129,238,0.542,23,58,0.397,NA,NA,25,495,227,242,NA,NA,NA,NA,43,NA,NA,468,376,NA,459,NA,National Rank,Furman,2020,41372
Significant Contributor,23,Jordan Lyons,5-11,190,Sr,29,29,85.5,106.6,23.8,24.2,53,58.5,0.8,10,10.8,16,0.4,2.2,2,4.6,41.6,118,144,0.819,77,135,0.57,71,211,0.336,124,NA,471,NA,376,219,NA,NA,NA,NA,NA,NA,155,407,283,207,265,NA,National Rank,Furman,2020,38973
Significant Contributor,45,Clay Mounce,6-7,205,Jr,29,26,77,115.3,21.4,22.4,60.8,61,6.8,12.8,12.8,14.4,2.6,3,3.4,3.2,26.7,46,77,0.597,91,144,0.632,56,144,0.389,472,21,NA,NA,45,99,NA,392,NA,474,464,184,NA,NA,NA,NA,64,227,National Rank,Furman,2020,38332
Significant Contributor,3,Mike Bothwell,6-3,190,So,29,4,61.8,115.7,20,21.7,56.7,60,1.5,16.9,16.9,13.2,0.2,2.6,3,3.1,26.8,49,60,0.817,70,116,0.603,38,108,0.352,NA,195,NA,NA,156,146,NA,NA,NA,309,NA,316,NA,NA,NA,218,135,NA,National Rank,Furman,2020,42870
Role Player,20,Jalen Slawson,6-7,210,So,29,29,56.4,103,18.6,16.6,51.6,54.9,7.5,11.8,11.8,20.7,4.2,2.5,4.8,3,34,38,53,0.717,61,109,0.56,13,47,0.277,NA,NA,NA,NA,NA,NA,485,424,NA,NA,229,369,NA,NA,NA,NA,325,NA,National Rank,Furman,2020,42872
