Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Role Player,NA,Michael Bell,,NA,,22,25.7,93.5,18.4,22.4,43.3,45.7,2.2,12,12.8,16.2,0.6,4.5,3.2,3,34,19,33,0.576,24,63,0.381,12,34,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairfield,2003,1921
Limited Role,NA,Tyquawn Goode,,NA,So,31,58.2,104.8,15.3,10.5,55.8,62.1,1.3,29,29.4,31.2,0,3.7,4.1,3.3,82.5,63,85,0.741,20,47,0.426,25,56,0.446,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,93,NA,NA,NA,476,NA,NA,National Rank,Fairfield,2003,294
Benchwarmer,NA,Brad Feleccia,,NA,,23,8.5,62.7,12.7,9.1,30.8,31.2,10.1,10.1,10.1,41.8,0.9,2.1,6.4,1.3,23.1,1,3,0.333,4,11,0.364,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairfield,2003,17893
Benchwarmer,NA,Alvin Carter,,NA,,18,5.4,93,20.7,18.5,50,55.2,10.5,3.1,3.1,27.9,0,1.7,7.6,3.9,58.8,7,10,0.7,7,10,0.7,1,7,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairfield,2003,2883
Major Contributor,NA,Nevin Cuzela,6-3,200,,8,11.1,100.9,26.5,31.5,48.3,51.4,4.4,18,18,16.4,0,3,5.4,2.1,15.3,8,9,0.889,6,15,0.4,15,44,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,37597
Significant Contributor,NA,Matt Hammond,6-8,215,Sr,28,71,103.5,21,21.1,52.6,56.4,5.7,7.5,7.5,18.1,2.4,0.8,3.6,3.5,43.7,78,110,0.709,110,199,0.553,15,53,0.283,NA,NA,NA,NA,394,395,NA,NA,NA,NA,418,NA,NA,495,327,NA,255,NA,National Rank,Fairleigh Dickinson,2003,35780
Significant Contributor,NA,Lionel Bomayako,6-5,210,Sr,27,66.9,99.7,21.2,24.9,52.8,55.1,2.8,8,8,19.1,0.3,0.6,2.7,1.9,16.4,37,46,0.804,51,115,0.443,65,166,0.392,NA,NA,NA,397,373,496,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,248,National Rank,Fairleigh Dickinson,2003,35677
Significant Contributor,NA,Chad Timberlake,,NA,,29,47.1,100.4,20.6,16.5,53.1,55.9,3.7,27.9,27.9,25.9,1.1,2.3,2.3,3.1,48.1,41,63,0.651,65,118,0.551,3,13,0.231,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,172,NA,NA,NA,269,NA,National Rank,Fairleigh Dickinson,2003,290
Significant Contributor,NA,Brandon Edwards,,NA,,29,41,119.7,21,20.7,64,65.6,9.2,12.9,12.9,17.4,1.1,2.4,5.5,3.3,42,42,60,0.7,72,119,0.605,13,24,0.542,NA,64,NA,NA,NA,NA,362,424,NA,488,NA,NA,NA,NA,NA,NA,66,NA,National Rank,Fairleigh Dickinson,2003,17382
Significant Contributor,NA,Mensah Peterson,,NA,,24,31,90.5,22.3,18.8,43.9,51.5,5,13,13,26.6,0.3,2.2,5.2,3.7,52,40,51,0.784,22,57,0.386,14,41,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,683
Role Player,NA,Marcus Whitaker,,NA,Jr,27,69,98.5,18,15,45.7,50.5,1.1,29,29.2,25.2,0.3,1.7,2.7,2.5,39.7,50,69,0.725,21,56,0.375,39,118,0.331,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,373,NA,428,NA,NA,NA,National Rank,Fairleigh Dickinson,2003,16901
Role Player,NA,Iman Mattox,6-3,190,,26,62,92.1,16.6,18.5,44,46.3,3.8,6.7,6.7,15.4,0.4,1.4,2.8,2.4,31.1,35,60,0.583,34,80,0.425,34,113,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,458,NA,NA,NA,NA,NA,National Rank,Fairleigh Dickinson,2003,35202
Role Player,NA,Gordon Klaiber,,NA,,27,45.2,104.7,18.8,21,54.1,56.1,6.2,7.4,7.4,17.6,4.6,2.3,5.2,2.1,21.9,25,35,0.714,52,106,0.491,23,54,0.426,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,National Rank,Fairleigh Dickinson,2003,489
Role Player,NA,T.J. Leis,,NA,,22,22.1,103.9,19.7,24.2,50.6,52,7.9,5.7,5.7,13.3,0.8,2.2,4.2,1.7,14.4,9,13,0.692,26,56,0.464,13,34,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,36327
Role Player,NA,Gadi Buch,,NA,,20,18.9,105,17.2,17.6,50.9,53.5,8.2,13,13,19.3,0.5,2.3,6.9,1.8,21.4,9,12,0.75,15,34,0.441,9,22,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,2596
Benchwarmer,NA,Ryshaun Sunkins,,NA,,8,4.6,63.7,24.4,18.1,46.4,48.9,0,10.7,10.7,42.9,1.9,4.2,2.9,2.6,35.7,3,5,0.6,5,8,0.625,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,18061
Benchwarmer,NA,Greg McBain,6-10,245,,3,3.8,71.2,16.9,12.3,37.5,38.6,10.1,3.9,3.9,29.6,0,0,3.5,3,62.5,2,5,0.4,3,8,0.375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,35169
Benchwarmer,NA,Davor Filipovic,,NA,,8,2.7,61.3,18.9,11.1,60,58,0,0,0,47.7,3.2,1.8,3.7,3.4,80,2,4,0.5,3,4,0.75,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fairleigh Dickinson,2003,36948
Significant Contributor,NA,Matt Bonner,6-10,240,Sr,33,77.6,120.1,21.8,24.8,59.8,61.9,8.4,9.7,9.7,14.3,2,2,2.7,2.7,28.3,74,101,0.733,119,224,0.531,63,133,0.474,379,58,NA,413,54,75,475,NA,NA,14,NA,NA,396,NA,NA,NA,406,7,National Rank,Florida,2003,18179
Significant Contributor,NA,Matt Walsh,,NA,So,33,72.2,105.8,23.1,20.4,57.7,61.1,3,19.8,19.8,25.8,1.3,3.1,3.2,3.3,43.4,88,119,0.739,68,135,0.504,60,139,0.432,NA,NA,465,NA,114,9,NA,453,385,NA,NA,234,NA,NA,332,485,NA,65,National Rank,Florida,2003,969
Significant Contributor,NA,David Lee,,NA,So,33,64.8,117.7,21.4,19.1,64.8,65,10.4,14.4,14.4,19.7,5.7,1.7,3.5,3.6,50.9,73,117,0.624,149,230,0.648,0,0,0,NA,89,NA,NA,8,25,236,136,NA,NA,105,NA,NA,467,193,NA,2,NA,National Rank,Florida,2003,753
Significant Contributor,NA,Anthony Roberson,,NA,Fr,33,63.3,109,23.9,29.4,51.6,54.3,3.2,14,14.6,14.5,0.1,2.4,2.3,2.2,17.7,50,61,0.82,67,155,0.432,74,190,0.389,NA,444,381,115,472,NA,NA,NA,NA,156,NA,NA,17,NA,NA,NA,NA,26,National Rank,Florida,2003,554
Significant Contributor,NA,Bonell Colas,,NA,Jr,27,25.7,102.9,23.1,19.5,51.6,56.6,13.1,9.5,9.5,24.2,2.4,1.6,4.9,3.5,49.5,34,46,0.739,48,93,0.516,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2003,17583
Role Player,NA,Brett Nelson,6-4,205,Sr,30,51.2,90.5,18.8,21.3,40.9,43.7,0.9,15,15.8,20.5,0.6,1.7,3.2,1.5,13.8,23,28,0.821,14,54,0.259,46,149,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida,2003,18322
Role Player,NA,Adrian Moss,,NA,Fr,30,22,93.2,16.5,14.7,50.8,51.8,8,4.8,4.8,24.6,7,1,7.3,2.5,43.3,14,26,0.538,26,51,0.51,3,9,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2003,2876
Limited Role,NA,Justin Hamilton,6-3,225,Sr,33,79.6,123.3,13.3,12.1,63.4,65.4,3.5,19,19.6,21.5,1.3,3,2.9,1.6,27.9,38,50,0.76,76,117,0.65,25,62,0.403,318,19,NA,NA,14,23,NA,NA,397,NA,NA,248,492,NA,NA,NA,17,NA,National Rank,Florida,2003,18162
Limited Role,NA,Christian Drejer,,NA,Fr,18,20.7,118.2,15.2,11.4,47.7,56.3,2.2,26,26.6,19.9,0,1.7,4,2.9,65.9,23,29,0.793,12,26,0.462,6,18,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2003,17484
Limited Role,NA,Rashid Al-Kaleem,,NA,,19,12.7,92.8,14.7,17.5,39,39.1,5.9,9,9,12,0.6,1.1,3.8,1.6,19.5,3,8,0.375,4,11,0.364,8,30,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2003,17987
Benchwarmer,NA,Mario Boggan,,NA,,16,7.3,97.5,24.9,18.3,52,48.8,15.2,11.6,11.6,17.2,4.2,3.7,6.5,6.2,100,10,25,0.4,13,25,0.52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida,2003,3485
Major Contributor,NA,Terrence Woods,,NA,Jr,28,68.7,133,25.6,34.8,62.8,66.6,2.4,9.3,9.3,13.1,0,2.7,3.2,3.7,29.9,100,113,0.885,29,74,0.392,139,304,0.457,NA,1,221,17,17,8,NA,NA,NA,75,NA,402,NA,415,NA,24,NA,13,National Rank,Florida A&M,2003,17105
Significant Contributor,NA,Jermaine Hill,6-10,230,Sr,29,66.8,111.5,23.2,23.2,58.8,60.2,12,4.2,4.2,18.2,3,0.7,3.3,4.9,62.9,95,154,0.617,144,245,0.588,0,0,0,NA,3,455,NA,78,134,101,NA,NA,NA,339,NA,NA,97,7,NA,108,NA,National Rank,Florida A&M,2003,35376
Significant Contributor,NA,Moses White,,NA,,29,64.8,85.3,21.4,16.6,43.2,49,1.5,26,26.8,35.2,0,3.2,2.7,3.4,55.9,64,95,0.674,45,108,0.417,19,62,0.306,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,207,392,NA,118,NA,NA,NA,National Rank,Florida A&M,2003,17306
Significant Contributor,NA,Michael Griffith,6-2,200,,28,58.3,80.9,22,20.4,35.9,42,6.9,12.4,12.4,28.1,0.3,2.2,3.5,3.9,53.7,63,101,0.624,42,125,0.336,17,63,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,National Rank,Florida A&M,2003,35833
Significant Contributor,NA,Orenthal Sumter,,NA,,18,21.9,100.1,20.2,19.9,55.1,55.4,16.4,7.2,7.2,26.4,3.3,2,7,2.3,29,11,20,0.55,38,69,0.551,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2003,2013
Role Player,NA,Demarcus Wilkins,,NA,Jr,29,70.7,103.5,18.5,19.4,50.5,53.2,2.9,20,20.5,23.9,0,2.7,2.7,2.6,33.6,49,73,0.671,42,110,0.382,45,107,0.421,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,405,368,NA,NA,NA,NA,1,National Rank,Florida A&M,2003,17061
Role Player,NA,Abdelkhadre Cisse,6-9,220,Sr,29,34.4,87.2,18.2,15.1,46.3,53.6,6.5,3.1,3.1,32,2.1,0.3,6.3,3.6,67.1,40,55,0.727,38,81,0.469,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2003,34369
Role Player,NA,Jonathan Kelly,,NA,,29,25.5,85.9,18.6,17.1,44.9,48.6,5.7,5.5,5.5,27.8,0.7,1.3,3,3.6,59.4,24,41,0.585,22,52,0.423,6,17,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2003,845
Role Player,NA,Dominique Jackson,6-2,170,,12,16,89,18.2,19.4,45.9,47.9,4.3,15,15.3,30.2,0,2.8,3.2,1.7,18.4,6,9,0.667,6,14,0.429,11,35,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2003,35013
Nearly Invisible,NA,Michael Ayodele,,NA,So,29,45.3,89.7,11.3,12,37.8,40.4,8.8,5.8,5.8,21.9,1.4,1.9,5.9,1.7,29.1,14,25,0.56,28,60,0.467,3,26,0.115,NA,NA,NA,NA,NA,NA,416,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida A&M,2003,2469
Nearly Invisible,NA,Brian Zamore,,NA,So,27,24,60.7,9.8,5.5,33.3,36.3,8.9,4.5,4.5,50,4.5,2,6.3,1.3,38.1,4,8,0.5,7,20,0.35,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2003,2723
Benchwarmer,NA,Jeremy Henderson,,NA,,17,3.4,31.9,10.9,12.9,0,6.3,2.8,8.5,8.5,25.9,0,1.4,4.9,1.7,28.6,1,2,0.5,0,5,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida A&M,2003,37220
Major Contributor,NA,Earnest Crumbley,,NA,Jr,28,89.1,97.8,24.7,25.7,46.2,49.9,1.7,27,27.3,22.2,0,2.9,2.8,2.6,23,75,94,0.798,57,171,0.333,88,238,0.37,48,NA,292,339,NA,NA,NA,NA,129,NA,NA,282,482,NA,NA,253,NA,397,National Rank,Florida Atlantic,2003,16941
Significant Contributor,NA,Jeff Cowans,,NA,Jr,28,79.6,102.6,21.8,26,46.6,50.1,3.5,12.2,12.2,14.8,0.1,1.8,3.3,2.5,21.1,63,78,0.808,102,232,0.44,47,138,0.341,316,NA,NA,31,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,207,NA,NA,National Rank,Florida Atlantic,2003,17476
Significant Contributor,NA,Avery Headley,6-7,230,,28,68.1,82.7,21.5,17.3,42.9,46.2,9.5,5.1,5.1,25.9,2.1,2.5,5.4,4.5,64.8,74,136,0.544,90,210,0.429,0,0,0,NA,NA,NA,NA,NA,NA,33,455,NA,NA,499,NA,NA,174,57,NA,NA,NA,National Rank,Florida Atlantic,2003,34524
Significant Contributor,NA,Chris Thomas,,NA,So,20,38.6,90.3,22.1,25.4,44.6,47.4,3.8,6.8,6.8,20.6,1.2,1.8,3.3,2.1,17.7,24,31,0.774,48,114,0.421,20,61,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2003,40020
Significant Contributor,NA,Robert Williams,,NA,,5,11.5,81.1,22.1,20.5,38.1,42.9,11.3,1.5,1.5,24.4,0.8,0.4,6.5,3.5,40.5,11,17,0.647,16,42,0.381,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2003,1573
Role Player,NA,Nick Neumann,7-0,245,,28,55.2,94.4,17.9,19.1,41.2,44.9,10.8,5.4,5.4,16.8,7.1,1.7,5.9,2.4,27.7,36,52,0.692,76,184,0.413,1,4,0.25,NA,NA,NA,NA,NA,NA,203,232,NA,414,58,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida Atlantic,2003,35935
Role Player,NA,Wes Edwards,,NA,,27,39.7,86.4,17.1,15.2,46.3,47.9,11.1,5.6,5.6,28,6.4,3.7,7.2,2,27.8,17,30,0.567,50,107,0.467,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2003,17818
Role Player,NA,Drew Skeeter,,NA,,25,26.4,94.8,18.8,18.9,48.9,51.3,6.5,10,10.8,23.9,1.4,4.5,5.3,2.2,24.7,15,22,0.682,30,60,0.5,9,29,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2003,36999
Role Player,NA,Jeff Hamilton,,NA,Jr,23,23.1,93.6,16.7,19.2,47.5,49.6,6.4,0.8,0.8,20.9,0.8,1.9,5.8,1.6,15.2,9,12,0.75,21,39,0.538,11,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2003,17768
Role Player,NA,Jimmy Bishop,,NA,,6,11.3,95.5,17.2,17.9,51.4,52.2,4.6,4.5,4.5,22.1,1.7,2.1,6.2,2.5,30.6,6,11,0.545,5,16,0.312,9,20,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Atlantic,2003,2809
Limited Role,NA,Antoine Stevens,6-1,195,,28,57.3,73.4,12.3,7.7,39.2,39.9,3.2,19.9,19.9,38.5,0.7,2.9,4.3,1.7,43,14,34,0.412,28,63,0.444,2,16,0.125,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,302,NA,NA,NA,NA,NA,NA,National Rank,Florida Atlantic,2003,34498
Major Contributor,NA,Tim Pickett,,NA,Jr,29,82.8,103,26,31.8,47.8,51.6,3.7,14.3,14.3,14.2,1.2,4.9,3.6,2.7,20.4,77,89,0.865,83,178,0.466,84,259,0.324,204,NA,184,48,NA,NA,NA,476,NA,131,NA,15,NA,NA,NA,46,NA,NA,National Rank,Florida St.,2003,17096
Significant Contributor,NA,Anthony Richardson,,NA,So,29,72.5,104,22.7,23.7,48.9,54,8,11.4,11.4,17.3,4.4,2.3,3.2,3.3,36.5,82,104,0.788,123,248,0.496,11,37,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,186,NA,NA,NA,NA,284,NA,NA,National Rank,Florida St.,2003,2149
Significant Contributor,NA,Trevor Harvey,6-11,230,,29,46,109.4,22.3,21,59,59.4,12.7,5.5,5.5,16.7,7.1,3.5,5.2,4.4,57.1,53,92,0.576,95,161,0.59,0,0,0,NA,419,NA,NA,NA,NA,62,235,NA,4,59,134,NA,178,NA,NA,106,NA,National Rank,Florida St.,2003,18351
Role Player,NA,Michael Joiner,,NA,Jr,29,66.7,94.1,18.7,18.4,54.7,54,5.2,14.2,14.2,25.1,1.6,3,3.9,2,24.5,23,50,0.46,74,139,0.532,25,65,0.385,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,399,292,National Rank,Florida St.,2003,17371
Role Player,NA,Todd Galloway,,NA,,29,59.5,91.6,19.7,16,49.7,52.7,1.2,26,26.9,29.4,0.3,2.1,4.1,2.8,42.4,43,67,0.642,44,100,0.44,23,58,0.397,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2003,1001
Role Player,NA,Adam Waleskowski,,NA,So,29,42.8,84.4,17.8,18,43,44.7,8.5,11,11,26.4,2.7,1.4,4.5,1.2,10.2,10,13,0.769,49,114,0.43,4,14,0.286,NA,NA,NA,NA,NA,NA,453,NA,NA,NA,383,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2003,1459
Role Player,NA,Mike Mathews,,NA,Jr,29,24,86.1,17.4,15.1,50,53.2,4.5,4.2,4.2,28.2,8.8,0.8,6.8,3,50,19,30,0.633,30,60,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2003,17877
Role Player,NA,Andrew Wilson,,NA,,5,11.7,84,19.6,22.6,34.1,39.2,5.1,8.4,8.4,15,1.6,1.3,1.5,2.6,27.3,9,12,0.75,9,20,0.45,4,24,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2003,1519
Benchwarmer,NA,Benson Callier,,NA,,19,9.5,73.4,23.4,22.2,38.6,41.5,8.3,5.3,5.3,28.7,2,2.6,5.5,2.6,28.6,6,10,0.6,6,23,0.261,5,12,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2003,3829
Benchwarmer,NA,Marcell Haywood,5-11,180,,14,3.4,93.3,22.2,12.5,85.7,56.9,5.9,22,22.1,19.7,0,2.9,5.1,8,185.7,3,13,0.231,6,7,0.857,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2003,35712
Benchwarmer,NA,Nathan Moran,6-6,215,,9,2,62.1,19.1,18.2,0,19,5,21,21.1,12.9,9.7,7.4,8.7,4.5,66.7,3,4,0.75,0,2,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2003,35919
Major Contributor,NA,Michael Haynes,,NA,Jr,27,81,92.6,26.7,29.9,46.6,48.5,8.1,15.4,15.4,20.4,1.7,1.7,2.5,2.8,23.4,56,89,0.629,107,245,0.437,47,136,0.346,263,NA,138,96,NA,NA,NA,252,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,National Rank,Fordham,2003,16958
Major Contributor,NA,Mark Jarrell-Wright,,NA,Jr,27,73.3,82.1,25.1,25.6,41.5,44.9,6.4,16,16.2,26.5,1.2,3.1,3.8,2.6,24.7,51,73,0.699,88,193,0.456,23,102,0.225,NA,NA,256,352,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2003,17326
Significant Contributor,NA,Glenn Batemon,,NA,,28,65,97.4,21.4,20.4,50.5,52,7.8,4.1,4.1,16.2,3.3,1.2,4.7,5.2,72.6,81,151,0.536,105,208,0.505,0,0,0,NA,NA,NA,NA,NA,NA,NA,427,NA,343,299,NA,NA,59,26,NA,NA,NA,National Rank,Fordham,2003,18250
Role Player,NA,John Blackgrove,,NA,,28,60.7,95.9,19,26,47.4,48.9,1.6,5,5,14.3,0.3,1.3,2.3,1.7,13.3,23,33,0.697,38,98,0.388,53,150,0.353,NA,NA,NA,314,NA,NA,NA,NA,NA,144,NA,NA,178,NA,NA,NA,NA,NA,National Rank,Fordham,2003,4432
Role Player,NA,Jermaine Anderson,,NA,,28,57.2,96.1,16.3,15,53.3,55.3,3.2,22,22.2,29.6,0.9,1,3.1,1.7,23.7,22,32,0.688,24,55,0.436,32,80,0.4,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,2,National Rank,Fordham,2003,163
Role Player,NA,Anthonique Wilson,6-2,190,Fr,28,48.5,79.7,16.1,8.7,44.7,52.9,5,22.4,22.4,43,0,3.5,6,2.6,72.7,35,48,0.729,25,56,0.446,3,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,274,NA,NA,132,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2003,18332
Role Player,NA,Mushon Ya'akosi,,NA,,19,17.5,95.2,18,16,56.8,54.6,10.6,3.4,3.4,22.3,6.1,1.7,6.9,3.7,61.4,12,27,0.444,25,44,0.568,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2003,902
Limited Role,NA,Drew Williamson,,NA,,28,62.2,96.7,14.7,13.9,53.3,55.4,4.2,11,11.9,26.4,1.7,3.2,4.7,2.2,35.3,31,48,0.646,29,62,0.468,29,74,0.392,NA,NA,NA,NA,345,476,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,244,National Rank,Fordham,2003,17465
Limited Role,NA,Ashanti Burke,6-7,190,So,27,26.1,59.1,14,12.2,35,34.1,5.2,7.2,7.2,37.2,3.8,1.7,9.2,1.3,18,2,9,0.222,13,34,0.382,3,16,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2003,18459
Benchwarmer,NA,Alessandro Acquaviva,,NA,Jr,17,7.6,91.8,11.8,7.5,55.6,63.3,2.6,13,13.3,39.2,0,1.3,6.6,2.2,66.7,5,6,0.833,2,2,0.999,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2003,17938
Major Contributor,NA,Terry Pettis,,NA,,28,49.1,98.4,26.3,20.9,44.9,51.1,3.8,34,34.5,26,0.4,2.1,5.1,4.7,62.7,71,104,0.683,58,133,0.436,11,33,0.333,NA,NA,163,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,126,NA,NA,NA,NA,National Rank,Fresno St.,2003,17780
Significant Contributor,NA,Damon Jackson,6-4,195,,28,76.4,102.2,21.6,28.5,50,50.7,4.1,9.6,9.6,18.2,0.6,2.4,2.4,1.3,8.2,19,29,0.655,56,126,0.444,80,226,0.354,426,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,NA,497,National Rank,Fresno St.,2003,34870
Significant Contributor,NA,Hiram Fuller,6-9,240,,28,58.4,103.2,23.1,18.7,54.8,59.7,13.8,4,4,25.6,5.6,2.1,5.5,4.7,69.5,87,123,0.707,97,176,0.551,0,1,0,NA,NA,465,NA,NA,NA,4,52,NA,NA,114,NA,NA,132,NA,NA,268,NA,National Rank,Fresno St.,2003,35192
Significant Contributor,NA,Noel Felix,6-9,220,Sr,28,56.2,95.6,22,21.3,51,53.6,10.1,8.1,8.1,26.4,7,1.8,5.9,2.6,30.4,40,59,0.678,99,189,0.524,0,5,0,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,63,NA,NA,NA,NA,NA,471,NA,National Rank,Fresno St.,2003,35949
